t_s,state,nthreads,utime_s,stime_s,disk_r_mb,disk_w_mb,disk_io_ms
0.0,R,1,0.00,0.00,17763967.4,84380690.8,430969531
1.0,S,34,9.19,4.12,17763967.4,84380692.2,430969553
2.0,S,34,19.94,9.23,17763967.4,84380692.4,430969556
3.0,S,34,30.70,14.29,17763967.4,84380692.6,430969558
4.0,S,34,41.41,19.45,17763967.4,84380692.8,430969566
5.0,S,34,52.23,24.46,17763967.4,84380693.0,430969568
6.0,S,34,62.66,29.44,17763967.4,84380701.8,430969598
7.0,S,38,72.60,33.06,17763967.4,84380804.7,430969983
8.0,S,34,81.72,37.46,17763967.4,84380843.3,430970144
9.0,S,38,93.18,41.57,17763967.4,84380905.6,430970380
10.0,S,35,103.40,45.74,17763967.4,84380966.3,430970675
11.0,S,39,112.67,48.68,17763967.4,84381066.7,430971085
12.0,S,39,126.89,53.25,17763967.4,84381140.7,430971387
13.0,S,35,139.73,58.35,17763967.4,84381153.1,430971513
14.0,S,35,144.62,59.97,17763967.4,84381241.4,430972190
15.0,S,41,146.97,60.60,17763967.4,84381405.0,430973049
16.0,S,41,166.08,65.42,17763967.4,84381405.4,430973053
17.0,S,36,180.94,70.39,17763967.4,84381529.0,430973185
18.0,S,36,194.92,75.29,17763967.4,84381529.6,430973196
19.0,S,40,210.47,79.78,17763967.4,84381622.4,430973316
20.0,S,35,224.20,84.98,17763967.4,84381831.9,430973565
21.0,S,44,235.83,88.76,17763967.5,84381996.4,430974152
22.0,S,43,257.07,93.62,17763967.5,84382005.1,430974193
23.0,S,39,274.59,98.35,17763967.5,84382091.2,430974385
24.0,S,39,289.92,102.93,17763967.5,84382148.9,430974508
25.0,S,43,308.67,107.13,17763967.5,84382196.2,430974658
26.0,S,36,323.01,111.66,17763967.5,84382539.2,430975043
27.0,S,41,335.96,116.70,17763967.5,84382666.2,430975292
28.0,S,45,352.46,119.72,17763967.5,84382771.6,430975681
29.0,S,43,374.99,124.48,17763967.5,84382826.0,430975916
30.0,S,41,392.48,129.33,17763967.5,84382863.1,430976055
31.0,S,41,410.70,134.14,17763967.5,84382882.7,430976114
32.0,S,45,427.69,137.34,17763967.5,84383028.3,430976724
33.0,S,44,434.16,138.99,17763967.5,84383280.7,430977723
34.0,S,35,442.85,141.89,17763967.5,84383584.7,430978668
35.0,S,41,458.29,147.13,17763967.5,84383588.9,430978679
36.0,S,45,477.34,151.70,17763967.5,84383691.4,430978772
37.0,S,43,499.58,156.58,17763967.5,84383779.3,430978851
38.0,S,41,518.58,161.53,17763967.5,84383779.3,430978855
39.0,S,41,536.79,166.40,17763967.5,84383839.1,430978909
40.0,S,44,559.05,170.86,17763967.5,84383956.0,430979134
41.0,S,42,569.01,173.69,17763967.5,84384220.5,430980133
42.0,S,36,574.94,175.73,17763967.5,84384449.3,430981104
43.0,S,40,588.69,180.79,17763967.5,84384520.9,430981309
44.0,S,44,608.29,185.05,17763967.5,84384624.2,430981401
45.0,S,40,629.74,189.48,17763967.5,84384712.6,430981483
46.0,S,40,647.72,194.43,17763967.5,84384712.9,430981487
47.0,S,43,666.69,198.86,17763967.5,84384933.4,430981836
48.0,S,39,677.29,201.79,17763967.5,84385167.7,430982626
49.0,S,40,688.83,205.96,17763967.5,84385339.2,430983226
50.0,S,40,705.77,210.60,17763967.5,84385364.4,430983310
51.0,S,44,722.81,213.83,17763967.5,84385442.5,430983633
52.0,S,41,740.38,218.07,17763967.5,84385543.9,430984171
53.0,S,39,755.11,222.71,17763967.5,84385654.0,430984612
54.0,S,39,767.81,226.40,17763967.5,84385810.2,430985225
55.0,S,38,780.46,230.36,17763967.5,84386048.1,430985449
56.0,S,34,793.80,235.34,17763967.5,84386136.3,430985532
57.0,S,34,802.74,239.07,17763967.5,84386240.8,430985807
58.0,S,45,822.32,243.93,17763967.5,84386299.4,430986050
59.0,S,41,838.67,248.23,17763967.5,84386372.3,430986382
60.0,S,41,857.64,253.21,17763967.5,84386374.1,430986391
61.0,S,45,873.46,256.23,17763967.5,84386478.0,430986800
62.0,S,45,896.67,260.95,17763967.5,84386478.6,430986811
63.0,S,45,903.38,262.86,17763967.5,84386713.9,430987781
64.1,S,35,914.24,266.78,17763967.5,84387045.1,430988264
65.1,S,45,930.11,271.31,17763967.5,84387162.6,430988428
66.1,S,43,950.99,275.67,17763967.5,84387228.8,430988698
67.1,S,41,970.61,280.17,17763967.5,84387252.7,430988817
68.1,S,41,987.54,283.80,17763967.5,84387310.5,430989031
69.1,S,45,1003.09,286.48,17763967.5,84387404.0,430989465
70.1,S,43,1025.47,291.30,17763967.5,84387460.0,430989651
71.1,S,42,1031.99,293.05,17763967.5,84387685.4,430990652
72.1,S,39,1048.98,297.98,17763967.5,84387881.3,430990942
73.1,S,38,1058.67,301.45,17763967.5,84388179.9,430991416
74.1,S,35,1072.33,306.31,17763967.5,84388266.4,430991724
75.1,S,34,1084.27,311.34,17763967.5,84388268.8,430991743
76.1,S,38,1093.91,314.52,17763967.5,84388371.5,430992102
77.1,S,19,1102.44,316.99,17763967.5,84388459.3,430992490
