t_s,state,nthreads,utime_s,stime_s,disk_r_mb,disk_w_mb,disk_io_ms
0.0,R,1,0.00,0.00,17773727.8,86168124.5,434836528
1.0,S,42,9.52,4.31,17773727.8,86168125.7,434836546
2.0,S,42,20.26,9.40,17773727.8,86168125.8,434836547
3.0,S,42,30.96,14.52,17773727.8,86168126.1,434836552
4.0,S,42,41.75,19.56,17773727.8,86168126.5,434836555
5.0,S,42,52.61,24.50,17773727.8,86168127.5,434836565
6.0,S,42,62.84,29.19,17773727.8,86168241.0,434836664
7.0,S,42,73.75,34.13,17773727.8,86168241.2,434836669
8.0,S,42,83.58,39.08,17773727.8,86168305.9,434836729
9.0,S,42,94.28,44.24,17773727.8,86168306.2,434836730
10.0,S,42,102.87,48.29,17773727.8,86168390.8,434836920
11.0,S,42,113.04,53.26,17773727.8,86168481.8,434837010
12.0,S,42,123.23,58.28,17773727.8,86168500.6,434837042
13.0,S,42,133.96,63.22,17773727.8,86168500.9,434837072
14.0,S,42,144.48,68.59,17773727.8,86168501.1,434837075
15.0,S,42,154.30,73.24,17773727.8,86168554.2,434837163
16.0,S,45,166.91,78.01,17773727.8,86168594.2,434837232
17.0,S,44,179.92,83.39,17773727.8,86168667.6,434837304
18.0,S,43,190.21,88.15,17773727.8,86168804.0,434837454
19.0,S,42,201.47,93.12,17773727.8,86168840.9,434837501
20.0,S,48,211.28,97.84,17773727.8,86168945.2,434837610
21.0,S,48,228.22,102.83,17773727.8,86168945.4,434837614
22.0,S,47,243.12,107.23,17773727.8,86169071.2,434837822
23.0,S,44,255.18,111.70,17773727.8,86169319.6,434838111
24.0,S,43,267.42,116.73,17773727.8,86169361.6,434838151
25.0,S,49,284.18,121.86,17773727.8,86169409.6,434838195
26.0,S,49,302.08,126.53,17773727.8,86169505.0,434838278
27.0,S,53,324.46,131.58,17773727.8,86169510.7,434838306
28.0,S,53,347.49,136.52,17773727.8,86169510.9,434838307
29.0,S,49,366.27,140.90,17773727.8,86169824.9,434838703
30.0,S,44,377.24,144.33,17773727.8,86170250.6,434839415
31.0,S,47,390.94,149.59,17773727.8,86170333.9,434839533
32.0,S,47,407.46,154.97,17773727.8,86170334.2,434839534
33.0,S,47,423.06,159.70,17773727.8,86170438.5,434839630
34.0,S,47,440.50,164.12,17773727.8,86170438.9,434839632
35.0,S,45,456.64,169.29,17773727.8,86170612.8,434839784
36.0,S,42,467.08,173.87,17773727.8,86170931.4,434840215
37.0,S,42,477.78,179.03,17773727.8,86170931.6,434840220
38.0,S,42,488.34,184.03,17773727.8,86170949.9,434840235
39.0,S,45,500.70,188.73,17773727.8,86171034.8,434840327
40.0,S,45,514.69,193.61,17773727.8,86171035.3,434840329
41.0,S,43,524.06,197.51,17773727.8,86171279.3,434840710
42.0,S,43,535.67,202.74,17773727.8,86171279.6,434840714
43.0,S,47,549.87,207.64,17773727.8,86171326.7,434840766
44.0,S,53,568.38,212.05,17773727.8,86171430.2,434840880
45.0,S,53,591.55,216.81,17773727.8,86171430.9,434840883
46.0,S,53,614.37,221.81,17773727.8,86171569.3,434841029
47.0,S,48,631.45,225.72,17773727.8,86171983.5,434841461
48.0,S,45,646.18,230.92,17773727.8,86172141.5,434841880
49.0,S,42,658.39,236.05,17773727.8,86172300.1,434842022
50.0,S,46,670.37,240.50,17773727.8,86172403.1,434842126
51.0,S,46,686.07,245.66,17773727.8,86172403.7,434842127
52.0,S,44,700.83,250.73,17773727.8,86172525.5,434842396
53.0,S,42,711.68,255.30,17773727.8,86172762.4,434842658
54.0,S,42,723.44,260.40,17773727.8,86172762.9,434842662
55.0,S,42,734.18,265.25,17773727.8,86172840.3,434842739
56.0,S,54,747.09,270.27,17773727.8,86172918.6,434842886
57.0,S,54,770.84,275.46,17773727.8,86172919.2,434842889
58.0,S,54,794.84,280.39,17773727.8,86172919.4,434842891
59.0,S,54,817.34,284.60,17773727.8,86173022.3,434843027
60.0,S,54,841.09,289.28,17773727.8,86173108.8,434843114
61.0,S,53,864.80,294.14,17773727.8,86173220.6,434843267
62.0,S,45,882.13,298.92,17773727.8,86173782.9,434843853
63.0,S,45,895.02,303.61,17773727.8,86173970.1,434844060
64.0,S,45,909.67,308.88,17773727.8,86173970.3,434844063
65.0,S,43,918.96,312.50,17773727.8,86174114.0,434844470
66.0,S,43,930.02,317.01,17773727.8,86174217.2,434844612
67.0,S,42,942.40,322.31,17773727.8,86174265.3,434844793
68.0,S,48,953.68,326.97,17773727.8,86174433.0,434844943
69.0,S,48,971.27,332.29,17773727.8,86174433.7,434844944
70.0,S,48,989.11,337.36,17773727.8,86174441.5,434844954
71.0,S,44,1002.45,341.85,17773727.8,86174797.7,434845461
72.0,S,44,1015.88,346.74,17773727.8,86174823.6,434845490
73.0,S,57,1027.56,351.82,17773727.8,86174985.2,434845662
74.0,S,61,1053.03,356.33,17773727.8,86175088.8,434845799
75.0,S,61,1082.52,361.15,17773727.8,86175088.9,434845799
76.0,S,61,1112.89,365.64,17773727.8,86175089.2,434845801
77.1,S,61,1142.56,370.40,17773727.8,86175187.8,434845989
78.1,S,57,1169.10,375.11,17773727.8,86175371.7,434846268
79.1,S,57,1194.39,379.23,17773727.8,86175592.7,434846463
80.1,S,57,1221.53,383.93,17773727.8,86175667.2,434846528
81.1,S,54,1238.36,387.11,17773727.8,86176088.1,434847160
82.1,S,42,1246.42,390.64,17773727.8,86176714.8,434847830
83.1,S,42,1257.12,395.22,17773727.8,86176997.1,434848171
84.1,S,42,1268.76,400.32,17773729.3,86177006.7,434848211
85.1,S,42,1279.71,405.21,17773730.1,86177109.6,434848364
86.1,S,42,1291.26,410.14,17773730.1,86177137.0,434848611
87.1,S,42,1302.85,415.33,17773730.1,86177138.1,434848621
88.1,S,45,1314.46,420.08,17773730.1,86177167.9,434848689
89.1,S,45,1329.35,425.12,17773730.1,86177168.2,434848692
90.1,S,43,1343.08,430.08,17773730.1,86177329.5,434848868
91.1,S,43,1354.81,434.62,17773730.1,86177431.7,434848987
92.1,S,43,1367.56,439.68,17773730.1,86177450.2,434849013
93.1,S,42,1379.39,444.93,17773730.1,86177498.2,434849064
94.1,S,48,1394.01,449.04,17773730.1,86177579.4,434849239
95.1,S,48,1411.82,454.14,17773730.1,86177580.5,434849250
96.1,S,45,1427.09,459.23,17773730.1,86177931.2,434849560
97.1,S,44,1438.68,463.37,17773730.1,86178034.8,434849753
98.1,S,43,1452.41,468.27,17773730.1,86178082.6,434849799
99.1,S,46,1464.14,472.73,17773730.1,86178233.0,434849949
100.1,S,46,1479.83,477.83,17773730.1,86178297.5,434850044
101.1,S,44,1494.72,482.99,17773730.1,86178448.9,434850197
102.1,S,42,1505.06,487.54,17773730.1,86178592.2,434850367
103.1,S,42,1516.76,492.72,17773730.1,86178592.5,434850371
104.1,S,42,1528.13,497.86,17773730.1,86178685.4,434850578
105.1,S,42,1537.96,502.29,17773730.1,86178788.4,434850737
106.1,S,42,1549.23,507.68,17773730.1,86178824.2,434850884
107.1,S,57,1570.90,512.65,17773730.1,86178825.7,434850890
108.1,S,57,1596.76,516.99,17773730.1,86178928.7,434850992
109.1,S,57,1624.04,521.61,17773730.1,86178929.0,434850993
110.1,S,57,1651.16,526.39,17773730.1,86178929.4,434850998
111.1,S,57,1677.93,531.17,17773730.1,86179031.8,434851107
112.1,S,60,1706.22,535.70,17773730.1,86179119.7,434851198
113.1,S,60,1735.80,540.41,17773730.1,86179120.4,434851202
114.1,S,59,1763.45,545.06,17773730.1,86179326.8,434851493
115.1,S,58,1789.58,549.41,17773730.1,86179586.8,434851889
116.1,S,58,1816.46,553.67,17773730.1,86179745.3,434852039
117.1,S,58,1844.69,558.23,17773730.1,86179854.2,434852132
118.1,S,54,1870.40,562.61,17773730.1,86180220.3,434852644
119.1,S,49,1886.10,567.17,17773730.1,86180881.2,434853539
120.1,S,48,1891.28,569.06,17773730.1,86181440.6,434854276
121.1,S,48,1909.02,574.24,17773730.1,86181440.9,434854276
122.1,S,48,1923.76,578.59,17773730.1,86181559.0,434854519
123.1,S,44,1936.44,583.00,17773730.1,86181829.9,434854793
124.1,S,44,1950.11,588.21,17773730.1,86181830.9,434854796
125.1,S,42,1962.99,593.57,17773730.1,86181991.1,434854931
126.1,S,46,1974.11,598.19,17773730.1,86182094.3,434855102
127.1,S,46,1989.79,603.40,17773730.1,86182094.6,434855109
128.1,S,43,2003.91,608.33,17773730.1,86182237.8,434855246
