t_s,state,nthreads,utime_s,stime_s,disk_r_mb,disk_w_mb,disk_io_ms
0.0,R,1,0.00,0.00,17771889.7,85646471.5,434029547
1.0,S,42,9.41,4.58,17771889.7,85646472.6,434029568
2.0,S,42,20.26,9.56,17771889.7,85646472.9,434029574
3.0,S,42,30.90,14.71,17771889.7,85646473.1,434029577
4.0,S,42,41.65,19.78,17771889.7,85646473.7,434029583
5.0,S,42,52.15,25.14,17771889.7,85646474.4,434029586
6.0,S,42,62.81,30.32,17771889.7,85646538.8,434029645
7.0,S,42,72.69,35.32,17771889.7,85646590.3,434029710
8.0,S,42,82.44,40.22,17771889.7,85646655.0,434029777
9.0,S,42,93.04,45.48,17771889.7,85646655.7,434029780
10.0,S,42,100.97,49.37,17771889.7,85646740.2,434030022
11.0,S,42,111.68,54.46,17771889.7,85646836.3,434030110
12.0,S,42,122.41,59.56,17771889.7,85646836.5,434030114
13.0,S,42,132.82,64.56,17771889.7,85646850.6,434030138
14.0,S,42,143.43,69.80,17771889.7,85646851.0,434030142
15.0,S,42,154.18,74.84,17771889.7,85646851.2,434030144
16.0,S,46,166.60,79.48,17771889.7,85646944.2,434030249
17.0,S,43,180.55,84.50,17771889.7,85647056.4,434030353
18.0,S,46,190.97,88.85,17771889.7,85647190.6,434030509
19.0,S,46,205.83,93.89,17771889.7,85647190.7,434030510
20.0,S,46,219.42,98.89,17771889.7,85647358.3,434030663
21.0,S,50,232.54,102.61,17771889.7,85647462.7,434030978
22.0,S,50,252.35,107.73,17771889.7,85647463.4,434030979
23.0,S,48,271.44,112.72,17771889.7,85647558.4,434031066
24.0,S,45,286.17,117.36,17771889.7,85647789.9,434031267
25.0,S,47,303.35,122.46,17771889.7,85647942.6,434031527
26.0,S,50,320.23,127.61,17771889.7,85648073.4,434031662
27.0,S,46,337.87,132.67,17771889.7,85648287.6,434031857
28.0,S,46,352.37,137.41,17771889.7,85648389.3,434031959
29.0,S,46,368.18,142.50,17771889.7,85648428.5,434031998
30.0,S,45,383.20,147.72,17771889.7,85648531.0,434032095
31.0,S,47,392.10,150.72,17771889.7,85648801.9,434032551
32.0,S,46,408.38,155.80,17771889.7,85648810.5,434032563
33.0,S,46,423.93,161.16,17771889.7,85648811.4,434032568
34.0,S,46,438.24,165.99,17771889.7,85648952.6,434032696
35.0,S,46,453.46,171.16,17771889.7,85649089.2,434033015
36.0,S,43,466.17,176.35,17771889.7,85649175.3,434033176
37.0,S,42,476.47,181.11,17771889.7,85649343.3,434033343
38.0,S,42,488.27,186.14,17771889.7,85649344.3,434033351
39.0,S,46,498.98,190.78,17771889.7,85649446.8,434033455
40.0,S,46,514.61,196.09,17771889.7,85649446.9,434033458
41.0,S,46,529.93,201.43,17771889.7,85649614.2,434033610
42.1,S,46,539.33,205.29,17771889.7,85649802.7,434033915
43.1,S,46,554.90,210.65,17771889.7,85649803.3,434033917
44.1,S,46,570.40,216.00,17771889.7,85649857.4,434033966
45.1,S,46,581.32,220.56,17771889.7,85650096.8,434034175
46.1,S,46,596.60,225.77,17771889.7,85650162.6,434034561
47.1,S,55,620.35,230.51,17771889.7,85650258.7,434034660
48.1,S,51,642.20,235.72,17771889.7,85650354.9,434034762
49.1,S,55,665.03,240.31,17771889.7,85650458.8,434034876
50.1,S,55,689.92,245.29,17771889.7,85650503.6,434034921
51.1,S,52,713.94,249.81,17771889.7,85650677.8,434035082
52.1,S,46,726.03,252.65,17771889.7,85651246.5,434035833
53.1,S,42,737.55,258.11,17771889.7,85651397.4,434035987
54.1,S,42,749.16,263.29,17771889.7,85651398.7,434035993
55.1,S,42,757.22,266.69,17771889.7,85651501.7,434036331
56.1,S,42,769.00,271.72,17771889.7,85651502.1,434036338
57.1,S,42,780.74,276.77,17771889.7,85651567.0,434036401
58.1,S,42,791.09,281.37,17771889.7,85651670.2,434036516
59.1,S,42,802.67,286.64,17771889.7,85651670.9,434036517
60.1,S,42,813.28,291.07,17771889.7,85651774.1,434036625
61.1,S,42,824.98,296.14,17771889.7,85651838.7,434036685
62.1,S,42,836.50,301.41,17771889.7,85651839.0,434036688
63.1,S,46,849.52,306.04,17771889.7,85651941.7,434036822
64.1,S,46,864.95,311.51,17771889.7,85651941.9,434036824
65.1,S,42,878.28,316.56,17771889.7,85652133.1,434036997
66.1,S,61,898.54,320.70,17771889.7,85652300.2,434037197
67.1,S,61,929.09,325.61,17771889.7,85652300.4,434037199
68.1,S,61,959.33,330.51,17771889.7,85652300.8,434037201
69.1,S,57,986.21,335.17,17771889.7,85652492.1,434037443
70.1,S,61,1013.73,339.36,17771889.7,85652595.2,434037570
71.1,S,61,1044.00,344.12,17771889.7,85652693.1,434037690
72.1,S,55,1071.69,349.02,17771889.7,85653063.5,434038133
73.1,S,42,1081.13,352.38,17771889.7,85653868.3,434039014
74.1,S,46,1093.13,357.21,17771889.7,85653971.5,434039114
75.1,S,46,1108.77,362.48,17771889.7,85653971.7,434039115
76.1,S,46,1123.02,367.47,17771889.7,85654096.6,434039521
77.1,S,42,1134.04,372.19,17771889.7,85654266.6,434039676
78.1,S,42,1145.66,377.37,17771889.7,85654331.4,434039736
79.1,S,42,1156.85,382.39,17771889.7,85654377.2,434039780
80.1,S,42,1166.81,386.57,17771889.7,85654434.6,434039953
81.1,S,42,1178.42,391.75,17771889.7,85654483.4,434040001
82.1,S,42,1188.71,396.15,17771889.7,85654587.2,434040136
83.1,S,42,1200.46,401.26,17771889.7,85654587.6,434040141
84.1,S,42,1212.23,406.30,17771889.7,85654587.9,434040146
85.1,S,42,1222.85,410.72,17771889.7,85654754.8,434040343
