t_s,state,nthreads,utime_s,stime_s,disk_r_mb,disk_w_mb,disk_io_ms
0.0,R,1,0.00,0.00,17773730.6,86307287.4,435023237
1.0,S,47,9.54,4.32,17773730.6,86307288.6,435023252
2.0,S,47,20.23,9.50,17773730.6,86307289.0,435023257
3.0,S,47,31.11,14.46,17773730.6,86307289.4,435023261
4.0,S,47,41.81,19.64,17773730.6,86307289.6,435023264
5.0,S,47,52.39,24.91,17773730.6,86307289.8,435023268
6.0,S,47,63.23,29.88,17773730.6,86307289.9,435023270
7.0,S,47,73.04,34.44,17773730.6,86307354.7,435023353
8.0,S,47,81.32,38.54,17773730.6,86307435.8,435023556
9.0,S,47,92.06,43.59,17773730.6,86307436.0,435023559
10.0,S,47,100.29,47.53,17773730.6,86307536.4,435023776
11.0,S,47,111.10,52.50,17773730.6,86307536.7,435023781
12.0,S,47,121.91,57.49,17773730.6,86307536.9,435023782
13.0,S,47,130.30,61.66,17773730.6,86307662.6,435023974
14.0,S,47,141.25,66.53,17773730.6,86307663.1,435023978
15.0,S,47,152.14,71.45,17773730.6,86307663.4,435023983
16.0,S,51,164.24,76.08,17773730.6,86307756.2,435024078
17.0,S,51,178.35,81.03,17773730.6,86307857.8,435024172
18.0,S,51,188.08,85.37,17773730.6,86308002.0,435024405
19.0,S,51,203.06,90.22,17773730.6,86308002.4,435024407
20.0,S,48,216.35,95.13,17773730.6,86308128.2,435024524
21.0,S,55,229.69,98.89,17773730.6,86308274.6,435024841
22.0,S,55,249.43,104.09,17773730.6,86308274.9,435024846
23.0,S,53,268.73,108.98,17773730.6,86308382.3,435024940
24.0,S,50,284.18,113.58,17773730.6,86308611.4,435025141
25.0,S,53,302.00,118.21,17773730.6,86308767.7,435025364
26.0,S,51,318.77,123.43,17773730.6,86308897.0,435025658
27.0,S,47,331.48,127.96,17773730.6,86309111.0,435025963
28.0,S,47,342.87,132.26,17773730.6,86309500.4,435026414
29.0,S,47,355.59,137.37,17773730.6,86309500.6,435026416
30.0,S,47,367.21,141.98,17773730.6,86309603.5,435026511
31.0,S,47,379.98,147.00,17773730.6,86309604.2,435026515
32.0,S,47,392.78,152.01,17773730.6,86309604.4,435026517
33.0,S,47,404.47,156.57,17773730.6,86309718.8,435026622
34.0,S,47,417.28,161.64,17773730.6,86309719.0,435026623
35.0,S,47,427.91,165.94,17773730.6,86309822.3,435026801
36.0,S,47,439.99,170.92,17773730.6,86310012.2,435026968
37.0,S,47,451.51,176.18,17773730.6,86310012.9,435026974
38.0,S,51,464.99,181.06,17773730.6,86310115.0,435027072
39.0,S,51,480.67,186.28,17773730.6,86310169.7,435027120
40.0,S,56,491.69,189.85,17773730.7,86310517.1,435027746
41.0,S,59,512.34,194.55,17773730.7,86310624.2,435027852
42.0,S,59,537.32,199.49,17773730.7,86310624.5,435027856
43.0,S,58,562.27,204.25,17773730.7,86310711.2,435027933
44.0,S,55,581.79,208.23,17773730.7,86310854.3,435028244
45.0,S,57,602.21,212.54,17773730.7,86311113.4,435028501
46.0,S,51,622.25,217.67,17773730.7,86311501.7,435028897
47.0,S,48,638.73,222.63,17773730.7,86311645.6,435029032
48.0,S,51,651.75,227.18,17773730.7,86311796.4,435029327
49.0,S,51,669.69,232.15,17773730.7,86311796.6,435029330
50.0,S,50,686.49,236.92,17773730.7,86311939.6,435029506
51.0,S,47,699.83,241.54,17773730.7,86312090.0,435029667
52.0,S,47,714.29,246.82,17773730.7,86312177.2,435029827
53.0,S,47,727.76,252.16,17773730.7,86312279.2,435029967
54.0,S,47,740.17,256.73,17773730.7,86312382.3,435030083
55.0,S,47,753.84,261.94,17773730.7,86312382.7,435030088
56.0,S,47,766.85,267.14,17773730.7,86312573.2,435030254
57.0,S,47,778.24,271.82,17773730.7,86312676.4,435030357
58.0,S,47,791.00,276.91,17773730.7,86312676.7,435030360
59.0,S,47,802.99,281.86,17773730.7,86312825.9,435030514
60.0,S,47,813.27,286.03,17773730.7,86312971.3,435030659
61.0,S,47,824.98,291.18,17773730.7,86312971.4,435030663
62.0,S,51,832.73,294.66,17773730.7,86313264.4,435031263
63.0,S,65,861.28,299.55,17773730.7,86313265.0,435031267
64.0,S,65,890.95,304.36,17773730.7,86313265.2,435031272
65.0,S,62,919.78,309.23,17773730.7,86313408.9,435031409
66.0,S,61,943.83,313.25,17773730.7,86313721.7,435031790
67.0,S,64,973.66,318.27,17773730.7,86313726.0,435031800
68.0,S,62,1000.05,322.77,17773730.7,86314044.7,435032295
69.0,S,50,1018.42,327.28,17773730.8,86314586.4,435032995
70.0,S,47,1038.08,331.88,17773730.8,86314734.9,435033140
71.0,S,51,1060.82,336.53,17773730.8,86314812.2,435033214
72.0,S,51,1084.89,341.40,17773730.8,86314812.8,435033218
73.0,S,48,1103.70,345.72,17773730.8,86315067.9,435033560
74.1,S,47,1121.73,349.42,17773730.8,86315203.1,435033886
75.1,S,51,1136.91,352.01,17773730.8,86315557.5,435034401
76.1,S,51,1161.75,357.13,17773730.8,86315558.2,435034406
77.1,S,49,1185.72,362.12,17773730.8,86315799.6,435034626
78.1,S,47,1205.14,367.02,17773730.8,86315975.2,435034944
79.1,S,47,1222.56,371.02,17773730.8,86316278.7,435035291
80.1,S,47,1239.85,376.22,17773730.8,86316474.8,435035518
81.1,S,47,1256.72,381.25,17773730.8,86316475.7,435035521
82.1,S,47,1270.07,384.69,17773730.8,86316578.5,435035839
83.1,S,47,1286.29,389.89,17773730.8,86316769.0,435036008
84.1,S,47,1301.15,394.99,17773730.8,86316957.6,435036194
85.1,S,47,1310.85,398.14,17773730.8,86317250.7,435036617
86.1,S,47,1324.46,403.40,17773730.8,86317250.9,435036621
87.1,S,47,1338.31,408.42,17773730.8,86317251.5,435036624
88.1,S,47,1347.91,411.95,17773730.8,86317480.0,435036957
89.1,S,47,1360.64,416.84,17773730.8,86317564.0,435037189
90.1,S,47,1371.87,421.96,17773730.8,86317670.8,435037425
91.1,S,66,1388.11,426.53,17773730.8,86317817.1,435037564
92.1,S,65,1418.53,431.10,17773730.8,86317826.2,435037576
93.1,S,64,1447.87,435.94,17773730.8,86317874.3,435037619
94.1,S,61,1469.21,439.23,17773730.8,86318017.1,435037985
95.1,S,65,1494.10,442.37,17773730.8,86318206.5,435038194
96.1,S,65,1524.22,446.46,17773730.8,86318207.1,435038200
97.1,S,62,1550.08,451.16,17773730.8,86318641.4,435038696
98.1,S,49,1566.17,455.00,17773730.8,86319279.4,435039517
99.1,S,47,1590.27,459.85,17773730.8,86319279.9,435039523
100.1,S,51,1616.01,464.39,17773730.8,86319405.4,435039653
101.1,S,51,1642.98,469.30,17773730.8,86319405.7,435039657
102.1,S,51,1670.01,474.15,17773730.8,86319448.6,435039711
103.1,S,47,1689.00,477.86,17773730.9,86319906.3,435040481
104.1,S,51,1709.37,481.21,17773731.2,86320346.2,435040961
105.1,S,51,1736.26,486.07,17773731.2,86320346.4,435040963
106.1,S,51,1762.80,490.91,17773731.2,86320434.3,435041054
107.1,S,47,1786.09,495.42,17773731.2,86320619.8,435041281
108.1,S,47,1807.90,499.74,17773731.2,86320787.5,435041442
109.1,S,47,1827.01,504.64,17773731.2,86321364.0,435041990
110.1,S,47,1847.79,510.03,17773731.2,86321364.7,435041996
111.1,S,47,1868.39,515.33,17773731.2,86321431.0,435042080
112.1,S,47,1885.83,518.84,17773731.2,86321534.0,435042384
113.1,S,47,1906.04,524.09,17773731.2,86321726.8,435042671
114.1,S,47,1921.62,528.51,17773731.2,86322049.8,435042967
115.1,S,47,1934.27,533.12,17773731.2,86322279.6,435043189
