t_s,state,nthreads,utime_s,stime_s,disk_r_mb,disk_w_mb,disk_io_ms
0.0,R,1,0.00,0.00,17786503.9,88065892.9,437941962
1.0,S,42,9.39,4.37,17786503.9,88065893.9,437941979
2.0,S,42,20.27,9.35,17786503.9,88065894.1,437941980
3.0,S,42,31.26,14.17,17786503.9,88065894.6,437941981
4.0,S,42,41.88,19.36,17786503.9,88065894.8,437941984
5.0,S,42,52.72,24.34,17786503.9,88065895.3,437941992
6.0,S,42,63.24,29.52,17786503.9,88065907.7,437942003
7.0,S,42,76.08,34.17,17786503.9,88066020.5,437942106
8.0,S,46,87.23,38.92,17786503.9,88066101.4,437942182
9.0,S,44,100.14,43.37,17786503.9,88066176.7,437942366
10.0,S,43,109.96,46.89,17786503.9,88066253.8,437942674
11.0,S,47,125.44,51.53,17786503.9,88066283.2,437942768
12.0,S,43,138.23,56.51,17786503.9,88066377.1,437942860
13.0,S,47,150.64,61.05,17786503.9,88066566.8,437943025
14.0,S,49,168.15,66.03,17786503.9,88066661.9,437943109
15.0,S,45,183.36,71.04,17786503.9,88066749.3,437943188
16.0,S,45,197.97,76.24,17786503.9,88066765.4,437943270
17.0,S,48,212.40,80.10,17786503.9,88066877.6,437943507
18.0,S,44,227.16,84.92,17786503.9,88066985.4,437943655
19.0,S,48,239.90,89.60,17786503.9,88067178.0,437943919
20.0,S,52,260.65,94.23,17786503.9,88067258.7,437943989
21.0,S,48,279.56,99.34,17786503.9,88067352.6,437944074
22.0,S,47,297.09,104.44,17786503.9,88067396.1,437944112
23.0,S,50,315.49,109.09,17786503.9,88067564.8,437944258
24.0,S,44,331.17,114.04,17786503.9,88067856.0,437944508
25.0,S,51,345.66,119.08,17786503.9,88067985.6,437944617
26.0,S,55,367.85,123.58,17786503.9,88068091.3,437944716
27.0,S,51,391.19,128.45,17786503.9,88068189.8,437944864
28.0,S,51,412.65,132.89,17786503.9,88068190.0,437944890
29.0,S,54,432.02,136.64,17786503.9,88068328.7,437945225
30.0,S,48,452.35,141.33,17786503.9,88068698.9,437945819
31.0,S,42,465.66,146.37,17786503.9,88069003.7,437946129
32.0,S,55,485.03,150.92,17786503.9,88069106.6,437946243
33.0,S,55,510.01,155.89,17786503.9,88069106.9,437946259
34.0,S,50,531.27,160.82,17786503.9,88069264.7,437946414
35.0,S,50,550.99,166.04,17786503.9,88069265.5,437946419
36.0,S,53,571.86,170.54,17786503.9,88069433.6,437946582
37.0,S,43,588.99,174.95,17786503.9,88069975.8,437947051
38.0,S,51,606.14,180.40,17786503.9,88070046.2,437947126
39.0,S,55,625.14,184.26,17786503.9,88070149.2,437947344
40.0,S,54,649.46,189.25,17786503.9,88070174.5,437947407
41.0,S,50,670.65,194.27,17786503.9,88070270.4,437947523
42.0,S,50,690.61,199.24,17786503.9,88070326.0,437947582
43.0,S,47,708.09,203.77,17786503.9,88070824.7,437948005
44.0,S,46,722.92,208.97,17786503.9,88071050.5,437948210
45.0,S,46,738.39,214.42,17786503.9,88071050.7,437948230
46.0,S,49,754.90,219.24,17786503.9,88071185.0,437948356
47.0,S,45,771.99,224.37,17786503.9,88071281.8,437948456
48.0,S,45,786.89,229.31,17786503.9,88071332.0,437948507
49.0,S,47,802.02,234.04,17786503.9,88071578.4,437948717
50.0,S,49,820.31,239.33,17786503.9,88071740.2,437948949
51.0,S,49,839.35,244.21,17786503.9,88071740.7,437948960
52.0,S,52,855.81,248.34,17786503.9,88071871.6,437949198
53.0,S,51,877.55,253.40,17786503.9,88071895.8,437949253
54.0,S,47,894.61,258.26,17786503.9,88072087.6,437949658
55.0,S,43,907.14,262.76,17786503.9,88072494.5,437950114
56.0,S,56,929.50,267.62,17786503.9,88072523.9,437950143
57.0,S,52,952.05,272.57,17786503.9,88072618.9,437950234
58.0,S,51,973.52,277.60,17786503.9,88072642.5,437950268
59.0,S,55,995.13,282.07,17786503.9,88072841.1,437950458
60.0,S,51,1017.71,286.90,17786503.9,88073230.3,437950790
61.0,S,45,1033.66,292.32,17786503.9,88073323.9,437950876
62.0,S,47,1045.39,296.93,17786503.9,88073591.7,437951215
63.0,S,44,1060.78,301.73,17786503.9,88073664.0,437951351
64.0,S,43,1073.72,306.70,17786503.9,88073688.0,437951404
65.0,S,47,1084.01,310.33,17786503.9,88073790.9,437951707
66.0,S,44,1099.01,315.05,17786503.9,88073862.9,437951847
67.0,S,56,1112.62,320.10,17786503.9,88074016.1,437952074
68.0,S,60,1139.27,324.21,17786503.9,88074119.3,437952180
69.0,S,60,1169.22,329.16,17786503.9,88074119.5,437952187
70.0,S,56,1196.34,333.79,17786503.9,88074215.8,437952269
71.0,S,56,1222.62,338.40,17786503.9,88074216.1,437952283
72.0,S,59,1242.05,340.91,17786503.9,88074535.7,437952972
73.0,S,57,1269.28,345.71,17786503.9,88074785.3,437953453
74.1,S,44,1280.60,349.67,17786503.9,88075377.6,437953962
75.1,S,44,1294.36,354.77,17786503.9,88075378.0,437953980
76.1,S,48,1310.16,359.15,17786503.9,88075480.8,437954084
77.1,S,44,1324.80,364.00,17786503.9,88075576.7,437954274
78.1,S,43,1338.38,369.18,17786503.9,88075639.4,437954332
79.1,S,47,1352.83,373.61,17786503.9,88075871.0,437954534
80.1,S,43,1366.80,378.71,17786503.9,88075967.1,437954627
81.1,S,43,1377.11,382.65,17786503.9,88076038.2,437954853
82.1,S,47,1392.68,387.47,17786503.9,88076070.2,437954938
83.1,S,42,1405.78,392.20,17786503.9,88076294.0,437955373
84.1,S,61,1427.03,396.81,17786503.9,88076397.4,437955477
85.1,S,61,1457.61,401.71,17786503.9,88076397.9,437955491
86.1,S,57,1486.19,406.36,17786503.9,88076494.0,437955594
87.1,S,57,1513.67,410.63,17786503.9,88076533.2,437955720
88.1,S,57,1538.92,414.63,17786503.9,88076599.1,437955889
89.1,S,61,1568.09,418.98,17786503.9,88076697.4,437956130
90.1,S,56,1593.56,423.10,17786503.9,88076866.3,437956461
91.1,S,49,1613.05,427.34,17786503.9,88077647.3,437957119
92.1,S,42,1622.77,431.98,17786503.9,88077943.2,437957372
93.1,S,46,1637.27,436.64,17786503.9,88078035.9,437957469
94.1,S,42,1649.12,441.56,17786503.9,88078131.6,437957556
95.1,S,46,1657.34,444.95,17786503.9,88078234.8,437957882
96.1,S,48,1674.15,450.03,17786503.9,88078316.3,437958037
97.1,S,43,1687.33,455.20,17786503.9,88078400.7,437958198
98.1,S,47,1700.27,459.85,17786503.9,88078503.6,437958302
99.1,S,44,1715.88,464.97,17786503.9,88078575.6,437958374
100.1,S,43,1728.45,470.17,17786503.9,88078618.8,437958514
101.1,S,61,1742.10,473.71,17786503.9,88078831.5,437958984
102.1,S,61,1772.28,478.40,17786503.9,88078831.8,437958985
103.1,S,57,1798.88,483.00,17786503.9,88078927.4,437959081
104.1,S,57,1826.01,487.80,17786503.9,88078927.7,437959086
105.1,S,61,1850.99,491.54,17786503.9,88079030.5,437959302
106.1,S,61,1879.67,495.89,17786503.9,88079251.1,437959856
107.1,S,57,1904.64,500.11,17786503.9,88079406.0,437960153
108.1,S,57,1931.74,504.99,17786503.9,88079545.9,437960278
109.1,S,56,1957.48,509.83,17786503.9,88079901.1,437960589
110.1,S,55,1983.09,513.87,17786503.9,88080240.7,437960910
111.1,S,44,1999.68,518.56,17786503.9,88080923.5,437961498
112.1,S,44,2013.27,523.92,17786503.9,88080924.1,437961509
113.1,S,48,2028.30,528.40,17786503.9,88081027.0,437961605
114.1,S,44,2043.92,533.30,17786503.9,88081122.8,437961787
115.1,S,43,2056.75,538.36,17786503.9,88081170.0,437961876
116.1,S,48,2062.50,540.36,17786503.9,88081400.7,437962503
117.1,S,45,2079.57,545.22,17786503.9,88081472.7,437962633
118.1,S,44,2093.39,550.42,17786503.9,88081497.4,437962665
119.1,S,47,2106.82,555.06,17786503.9,88081633.6,437962794
120.1,S,44,2122.18,560.13,17786503.9,88081729.3,437962880
121.1,S,42,2134.40,565.10,17786503.9,88081858.2,437963059
122.1,S,61,2160.29,569.43,17786503.9,88081961.5,437963169
123.1,S,61,2190.78,574.07,17786503.9,88081962.2,437963184
124.1,S,57,2218.41,578.74,17786503.9,88082058.1,437963266
125.1,S,57,2245.28,583.59,17786503.9,88082140.7,437963473
126.1,S,61,2270.72,587.57,17786503.9,88082243.5,437963684
127.1,S,61,2301.23,592.32,17786503.9,88082295.1,437963753
128.1,S,57,2328.95,596.99,17786503.9,88082460.7,437963913
129.1,S,57,2356.09,601.58,17786503.9,88082742.7,437964152
130.1,S,61,2382.34,606.00,17786503.9,88083046.7,437964414
131.1,S,60,2412.75,610.70,17786503.9,88083102.8,437964465
132.1,S,55,2438.48,614.94,17786503.9,88083527.0,437964831
133.1,S,42,2454.05,619.63,17786503.9,88084360.5,437965555
134.1,S,48,2465.64,623.98,17786503.9,88084464.2,437965771
135.1,S,45,2482.27,628.86,17786503.9,88084539.5,437966002
136.1,S,44,2496.13,634.07,17786503.9,88084563.8,437966033
137.1,S,48,2510.09,638.90,17786503.9,88084666.8,437966128
138.1,S,46,2526.78,644.15,17786503.9,88084744.9,437966207
139.1,S,45,2540.46,649.14,17786503.9,88084944.8,437966385
140.1,S,48,2555.72,653.85,17786503.9,88085070.5,437966539
141.1,S,45,2571.85,658.83,17786503.9,88085149.6,437966708
142.1,S,44,2585.72,663.81,17786503.9,88085167.2,437966726
143.1,S,47,2598.83,667.79,17786503.9,88085334.2,437967076
144.1,S,44,2613.08,672.68,17786503.9,88085558.3,437967482
145.1,S,44,2626.63,678.05,17786503.9,88085559.1,437967495
146.1,S,48,2641.43,682.53,17786503.9,88085661.7,437967590
147.1,S,43,2657.17,687.16,17786503.9,88085794.2,437967856
148.1,S,43,2669.96,692.24,17786503.9,88085794.5,437967860
149.1,S,61,2683.00,696.48,17786503.9,88086025.6,437968088
150.1,S,57,2712.27,701.45,17786503.9,88086121.8,437968176
151.1,S,57,2739.62,705.99,17786503.9,88086122.4,437968183
152.1,S,57,2764.48,709.67,17786503.9,88086219.4,437968396
153.1,S,61,2794.73,714.36,17786503.9,88086287.2,437968510
154.1,S,57,2823.18,718.96,17786503.9,88086493.6,437968900
155.1,S,57,2850.31,723.70,17786503.9,88086494.1,437968914
156.1,S,57,2877.10,728.15,17786503.9,88086574.4,437969146
157.1,S,61,2901.08,731.22,17786503.9,88086734.3,437969510
158.1,S,59,2931.04,735.93,17786503.9,88087003.6,437969772
159.1,S,57,2958.25,740.62,17786503.9,88087100.8,437969871
160.1,S,57,2984.10,745.11,17786503.9,88087324.3,437970066
161.1,S,61,3010.86,749.31,17786503.9,88087701.7,437970393
162.1,S,58,3039.37,753.97,17786503.9,88088382.6,437970964
163.1,S,48,3058.68,758.61,17786503.9,88088867.8,437971384
