t_s,state,nthreads,utime_s,stime_s,disk_r_mb,disk_w_mb,disk_io_ms
0.0,R,1,0.00,0.00,17773727.4,86110076.7,434755160
1.0,S,34,9.70,4.55,17773727.4,86110088.4,434755185
2.0,S,34,20.46,9.63,17773727.4,86110088.7,434755189
3.0,S,34,31.13,14.78,17773727.4,86110089.2,434755191
4.0,S,34,41.89,19.82,17773727.4,86110089.9,434755199
5.0,S,34,52.67,24.83,17773727.4,86110090.1,434755202
6.0,S,34,61.04,28.86,17773727.4,86110147.0,434755416
7.0,S,34,71.40,33.71,17773727.4,86110153.2,434755448
8.0,S,34,81.12,38.50,17773727.4,86110231.8,434755525
9.0,S,34,91.90,43.53,17773727.4,86110232.2,434755528
10.0,S,34,101.48,48.18,17773727.4,86110330.8,434755624
11.0,S,34,112.17,53.27,17773727.4,86110331.0,434755627
12.0,S,34,121.06,57.59,17773727.4,86110482.6,434755785
13.0,S,34,131.62,62.85,17773727.4,86110483.1,434755791
14.0,S,34,142.40,67.91,17773727.4,86110483.9,434755795
15.0,S,34,151.49,72.38,17773727.4,86110530.8,434755937
16.0,S,38,164.22,76.86,17773727.4,86110577.3,434756065
17.0,S,35,177.54,82.01,17773727.4,86110706.0,434756223
18.0,S,39,189.64,86.22,17773727.4,86110806.2,434756378
19.0,S,39,206.78,90.97,17773727.4,86110806.8,434756381
20.0,S,35,221.37,95.83,17773727.4,86110951.5,434756591
21.0,S,39,234.92,100.39,17773727.4,86111056.4,434756714
22.0,S,42,253.22,105.68,17773727.4,86111185.1,434756841
23.0,S,39,270.25,110.51,17773727.4,86111319.4,434756997
24.0,S,41,285.26,115.36,17773727.4,86111465.6,434757134
25.0,S,41,304.23,120.33,17773727.4,86111465.8,434757137
26.0,S,38,322.53,125.08,17773727.4,86111599.5,434757261
27.0,S,34,333.60,129.11,17773727.4,86112003.3,434757701
28.0,S,43,352.32,134.29,17773727.4,86112004.0,434757705
29.0,S,43,373.05,139.50,17773727.4,86112004.3,434757707
30.0,S,42,394.20,144.18,17773727.4,86112032.4,434757738
31.0,S,42,412.70,148.75,17773727.4,86112135.4,434757852
32.0,S,42,431.93,153.84,17773727.4,86112237.2,434757950
33.0,S,37,445.67,158.51,17773727.4,86112587.5,434758615
34.0,S,34,452.68,161.69,17773727.4,86112823.1,434759108
35.0,S,34,463.27,166.93,17773727.4,86112823.5,434759111
36.0,S,34,474.11,171.95,17773727.4,86112824.0,434759113
37.0,S,34,483.20,176.22,17773727.4,86112927.4,434759261
38.0,S,34,493.84,181.42,17773727.4,86112928.2,434759262
39.0,S,38,503.81,185.95,17773727.4,86113030.9,434759373
40.0,S,38,518.61,191.08,17773727.4,86113031.1,434759376
41.0,S,38,532.29,196.16,17773727.4,86113190.6,434759534
42.0,S,42,547.17,200.85,17773727.4,86113294.1,434759651
43.0,S,42,567.26,205.63,17773727.4,86113294.4,434759656
44.0,S,41,587.23,210.35,17773727.4,86113335.5,434759704
45.0,S,37,600.29,214.02,17773727.4,86113510.7,434760140
46.0,S,39,616.41,218.58,17773727.4,86113739.3,434760340
47.0,S,45,634.87,223.45,17773727.4,86113866.5,434760674
48.0,S,40,653.38,228.78,17773727.4,86114043.1,434760867
49.0,S,44,672.03,233.34,17773727.4,86114147.1,434760976
50.0,S,44,693.96,238.36,17773727.4,86114147.5,434760977
51.0,S,43,715.48,243.37,17773727.4,86114235.9,434761068
52.0,S,37,728.64,247.27,17773727.4,86114652.9,434761675
53.0,S,45,741.71,251.89,17773727.4,86114856.5,434761870
54.0,S,45,764.54,256.99,17773727.4,86114856.9,434761873
55.0,S,45,787.37,262.06,17773727.4,86114857.2,434761875
56.0,S,45,807.26,265.58,17773727.4,86114961.5,434762158
57.0,S,45,830.60,270.17,17773727.4,86114961.6,434762158
58.0,S,41,852.10,274.74,17773727.4,86115201.1,434762430
59.0,S,34,864.79,279.11,17773727.4,86115713.0,434763104
60.0,S,34,874.61,283.78,17773727.4,86115816.8,434763246
61.0,S,34,886.30,288.91,17773727.4,86115818.0,434763255
62.0,S,34,896.94,293.37,17773727.4,86115921.0,434763362
63.0,S,34,908.74,298.42,17773727.4,86115921.4,434763366
64.0,S,34,920.35,303.61,17773727.4,86115986.4,434763431
65.0,S,38,933.73,307.99,17773727.4,86116089.5,434763544
66.0,S,21,940.45,309.17,17773727.4,86116089.7,434763546
67.0,S,3,941.19,309.39,17773727.4,86116440.7,434764252
