t_s,state,nthreads,utime_s,stime_s,disk_r_mb,disk_w_mb,disk_io_ms
0.0,R,1,0.00,0.00,17771883.0,85552677.4,433901179
1.0,S,42,9.66,4.35,17771883.0,85552678.7,433901202
2.0,S,42,20.54,9.31,17771883.0,85552679.1,433901207
3.0,S,42,31.24,14.46,17771883.0,85552679.4,433901211
4.0,S,42,41.98,19.57,17771883.0,85552679.6,433901212
5.0,S,42,52.69,24.74,17771883.0,85552680.5,433901216
6.0,S,42,63.02,30.03,17771883.0,85552696.9,433901231
7.0,S,42,73.12,34.84,17771883.0,85552748.9,433901295
8.0,S,42,82.91,39.58,17771883.0,85552829.6,433901369
9.0,S,42,93.75,44.56,17771883.0,85552829.8,433901371
10.0,S,42,103.14,49.10,17771883.0,85552930.3,433901482
11.0,S,42,113.92,54.21,17771883.0,85552931.5,433901485
12.0,S,42,124.43,59.25,17771883.0,85552954.8,433901516
13.0,S,42,133.87,63.89,17771883.0,85553058.1,433901616
14.0,S,42,144.60,69.03,17771883.0,85553058.2,433901618
15.0,S,42,154.67,73.77,17771883.0,85553120.0,433901683
16.0,S,46,168.92,78.57,17771883.0,85553152.2,433901723
17.0,S,42,182.68,83.75,17771883.0,85553299.3,433901863
18.0,S,45,193.93,88.23,17771883.0,85553398.9,433901958
19.0,S,45,207.63,93.38,17771883.0,85553399.3,433901962
20.0,S,43,218.59,98.11,17771883.0,85553587.7,433902145
21.0,S,43,225.02,100.88,17771883.0,85553629.2,433902623
22.0,S,46,239.20,106.04,17771883.0,85553671.8,433902662
23.0,S,46,255.07,111.09,17771883.0,85553672.2,433902665
24.0,S,54,274.81,115.96,17771883.0,85553778.0,433902771
25.0,S,54,298.69,121.01,17771883.0,85553778.4,433902775
26.0,S,51,316.36,124.81,17771883.0,85554063.1,433903200
27.0,S,42,329.95,129.30,17771883.0,85554528.5,433903615
28.0,S,50,348.66,134.01,17771883.0,85554602.3,433903695
29.0,S,50,368.76,138.88,17771883.0,85554602.7,433903697
30.0,S,50,388.68,143.86,17771883.0,85554641.0,433903739
31.0,S,50,405.32,147.39,17771883.0,85554743.8,433904039
32.0,S,44,422.05,152.62,17771883.0,85555136.3,433904444
33.0,S,42,433.90,157.93,17771883.0,85555290.8,433904682
34.0,S,42,443.60,162.38,17771883.0,85555394.9,433904785
35.0,S,42,454.38,167.43,17771883.0,85555423.8,433904837
36.0,S,42,462.80,171.56,17771883.0,85555526.9,433905032
37.0,S,42,473.53,176.69,17771883.0,85555527.2,433905036
38.0,S,42,484.27,181.79,17771883.0,85555528.8,433905040
39.0,S,46,495.73,186.17,17771883.0,85555631.5,433905199
40.0,S,46,510.49,191.29,17771883.0,85555631.8,433905202
41.0,S,47,523.41,196.19,17771883.0,85555820.6,433905457
42.0,S,50,540.21,200.34,17771883.0,85555923.7,433905651
43.0,S,50,560.08,205.37,17771883.0,85555924.7,433905656
44.0,S,50,579.92,210.48,17771883.0,85555925.2,433905657
45.0,S,48,596.05,214.82,17771883.0,85556223.3,433905930
46.0,S,45,610.07,219.54,17771883.0,85556480.4,433906320
47.0,S,42,622.91,224.79,17771883.0,85556603.4,433906441
48.0,S,50,637.84,229.21,17771883.0,85556719.0,433906558
49.0,S,50,657.97,233.99,17771883.0,85556720.5,433906563
50.0,S,46,673.17,238.08,17771883.0,85556911.8,433906926
51.0,S,42,684.48,242.02,17771883.0,85557205.7,433907297
52.0,S,42,696.28,247.06,17771883.0,85557254.5,433907338
53.0,S,42,708.11,252.09,17771883.0,85557270.7,433907355
54.0,S,42,718.59,256.74,17771883.0,85557373.5,433907461
55.0,S,42,730.41,261.77,17771883.0,85557374.5,433907465
56.0,S,42,739.96,265.88,17771883.0,85557502.6,433907684
57.0,S,42,751.73,270.97,17771883.0,85557542.3,433907721
58.0,S,42,763.67,275.91,17771883.0,85557542.5,433907722
59.0,S,42,774.16,280.61,17771883.0,85557645.3,433907825
60.0,S,54,787.14,285.82,17771883.0,85557703.4,433907893
61.0,S,54,811.27,290.64,17771883.0,85557704.3,433907898
62.0,S,58,834.45,294.55,17771883.0,85557807.4,433908152
63.0,S,58,862.33,299.60,17771883.0,85557846.5,433908187
64.0,S,57,889.69,304.13,17771883.0,85557979.7,433908315
65.0,S,52,913.86,308.72,17771883.0,85558186.2,433908603
66.0,S,52,935.87,313.11,17771883.0,85558560.9,433908972
67.0,S,45,949.19,317.99,17771883.0,85558922.0,433909383
68.0,S,43,959.99,322.19,17771883.0,85559064.9,433909661
69.0,S,43,971.79,326.60,17771883.0,85559168.2,433909763
70.0,S,42,984.01,331.80,17771883.0,85559264.5,433910053
71.0,S,50,995.36,336.54,17771883.0,85559368.4,433910150
72.0,S,50,1015.14,341.67,17771883.0,85559368.7,433910152
73.0,S,50,1035.07,346.68,17771883.0,85559369.1,433910157
74.0,S,45,1049.06,350.69,17771883.0,85559760.7,433910583
75.1,S,42,1059.76,355.37,17771883.0,85559918.0,433910745
76.1,S,42,1071.35,360.62,17771883.0,85559918.1,433910748
77.1,S,42,1079.43,364.25,17771883.0,85560021.4,433911068
78.1,S,42,1091.14,369.40,17771883.0,85560084.0,433911143
79.1,S,42,1103.02,374.37,17771883.0,85560114.4,433911179
80.1,S,42,1113.56,378.83,17771883.0,85560217.5,433911296
81.1,S,42,1125.26,384.03,17771883.0,85560217.8,433911300
82.1,S,42,1135.87,388.62,17771883.0,85560320.7,433911400
83.1,S,42,1146.89,393.58,17771883.0,85560385.9,433911609
84.1,S,42,1158.66,398.66,17771883.0,85560386.1,433911611
85.1,S,46,1167.59,401.60,17771883.0,85560489.1,433912026
86.1,S,46,1183.34,406.76,17771883.0,85560489.3,433912031
87.1,S,46,1197.58,411.94,17771883.0,85560697.7,433912612
88.1,S,45,1206.45,415.21,17771883.0,85560847.6,433913108
89.1,S,60,1221.22,420.50,17771883.0,85560882.5,433913274
90.1,S,60,1251.10,425.51,17771883.0,85560883.2,433913288
91.1,S,58,1277.44,429.81,17771883.0,85561053.5,433913908
92.1,S,58,1304.75,434.29,17771883.0,85561129.2,433913979
93.1,S,58,1332.80,439.15,17771883.0,85561130.2,433913982
94.1,S,57,1359.93,444.22,17771883.0,85561281.7,433914115
95.1,S,57,1387.01,449.17,17771883.0,85561282.6,433914120
96.1,S,65,1414.89,451.63,17771883.0,85561452.2,433914269
97.1,S,64,1442.58,453.43,17771883.0,85561708.1,433914641
98.1,S,60,1468.18,455.19,17771883.0,85562159.5,433915029
99.2,S,49,1472.65,456.13,17771883.0,85562988.9,433916030
100.2,S,42,1480.05,457.79,17771883.0,85563161.5,433916578
101.2,S,42,1488.54,459.32,17771883.0,85563162.5,433916585
102.2,S,42,1497.40,460.66,17771883.0,85563162.8,433916588
103.2,S,42,1504.21,461.84,17771883.0,85563265.7,433916809
104.2,S,42,1513.07,463.28,17771883.0,85563267.3,433916814
105.2,S,42,1521.82,464.70,17771883.0,85563332.2,433916872
106.2,S,42,1530.54,465.97,17771883.0,85563332.5,433916874
107.2,S,42,1539.23,467.28,17771883.0,85563332.9,433916882
108.2,S,42,1548.07,468.57,17771883.0,85563333.2,433916887
109.2,S,42,1556.73,469.86,17771883.0,85563397.9,433916957
110.2,S,42,1564.48,471.18,17771883.0,85563500.9,433917061
111.2,S,42,1573.28,472.58,17771883.0,85563501.4,433917063
112.2,S,42,1582.03,474.00,17771883.0,85563501.7,433917066
113.2,S,42,1590.61,475.43,17771883.0,85563566.4,433917128
114.2,S,42,1599.31,476.82,17771883.0,85563585.3,433917154
115.2,S,42,1607.98,478.23,17771883.0,85563585.9,433917155
116.2,S,42,1616.81,479.63,17771883.0,85563586.2,433917157
117.2,S,42,1622.81,480.65,17771883.0,85563689.5,433917492
118.2,S,42,1631.37,482.11,17771883.0,85563754.2,433917554
119.2,S,42,1639.99,483.47,17771883.0,85563754.4,433917557
120.2,S,42,1648.62,484.90,17771883.0,85563754.8,433917561
121.2,S,42,1657.23,486.32,17771883.0,85563755.2,433917563
122.2,S,42,1665.94,487.75,17771883.0,85563820.0,433917626
123.2,S,42,1674.69,489.08,17771883.0,85563820.6,433917629
124.2,S,42,1682.59,490.33,17771883.0,85563952.6,433917761
125.2,S,42,1691.32,491.84,17771883.0,85563952.8,433917764
126.2,S,42,1699.99,493.30,17771883.0,85563953.6,433917769
127.2,S,42,1708.71,494.61,17771883.0,85563953.8,433917772
