t_s,state,nthreads,utime_s,stime_s,disk_r_mb,disk_w_mb,disk_io_ms
0.0,R,1,0.00,0.00,17774186.3,87106849.8,436177833
1.0,S,42,9.50,4.43,17774186.3,87106851.6,436177855
2.0,S,42,20.32,9.44,17774186.3,87106851.7,436177857
3.0,S,42,30.42,14.26,17774186.3,87106968.1,436177953
4.0,S,42,41.15,19.36,17774186.3,87106968.9,436177964
5.0,S,42,51.96,24.35,17774186.3,87106971.1,436177966
6.0,S,42,62.82,29.32,17774186.3,87106971.2,436177967
7.0,S,42,75.19,34.25,17774186.3,87107067.3,436178121
8.0,S,46,85.00,38.99,17774186.3,87107118.9,436178240
9.0,S,44,98.52,43.96,17774186.3,87107194.2,436178471
10.0,S,47,110.44,48.59,17774186.3,87107271.4,436178601
11.0,S,44,126.34,53.62,17774186.3,87107342.3,436178695
12.0,S,43,139.41,58.61,17774186.3,87107365.8,436178734
13.0,S,47,151.75,62.98,17774186.3,87107462.1,436178882
14.0,S,46,166.02,67.77,17774186.3,87107635.3,436179137
15.1,S,45,179.99,73.24,17774186.3,87107708.5,436179321
16.1,S,45,194.63,78.49,17774186.3,87107709.8,436179326
17.1,S,48,206.86,82.00,17774186.3,87107837.2,436179642
18.1,S,45,222.37,86.81,17774186.3,87107907.4,436179836
19.1,S,44,235.56,92.09,17774186.3,87107989.3,436180136
20.1,S,52,240.10,93.63,17774186.3,87108217.8,436180910
21.1,S,50,260.38,98.34,17774186.3,87108264.7,436181046
22.1,S,48,279.03,103.21,17774186.3,87108312.2,436181114
23.1,S,52,295.66,107.22,17774186.3,87108416.7,436181268
24.1,S,49,317.02,111.90,17774186.3,87108507.4,436181386
25.1,S,45,332.14,116.93,17774186.3,87108750.7,436181694
26.1,S,51,343.22,121.48,17774186.3,87108961.5,436182293
27.1,S,55,363.36,125.06,17774186.3,87109050.4,436182596
28.1,S,51,386.68,129.80,17774186.3,87109149.5,436182717
29.1,S,51,407.62,134.82,17774186.3,87109149.7,436182721
30.1,S,54,426.46,139.30,17774186.3,87109288.1,436182894
31.1,S,49,445.75,143.93,17774186.3,87109696.9,436183377
32.1,S,42,457.53,148.50,17774186.3,87109962.8,436183699
33.1,S,51,476.18,153.92,17774186.3,87109963.5,436183705
34.1,S,55,497.68,157.88,17774186.3,87110066.9,436183924
35.1,S,51,519.57,162.46,17774186.3,87110182.6,436184121
36.1,S,50,539.50,167.44,17774186.3,87110196.4,436184180
37.1,S,54,559.12,171.65,17774186.3,87110331.8,436184358
38.1,S,50,579.52,176.47,17774186.3,87110607.5,436184838
39.1,S,51,593.54,181.31,17774186.3,87110978.5,436185199
40.1,S,51,614.32,186.48,17774186.3,87110979.2,436185205
41.1,S,54,636.28,190.55,17774186.3,87111106.6,436185388
42.1,S,50,655.64,194.76,17774186.3,87111202.7,436185668
43.1,S,50,675.56,199.76,17774186.3,87111242.9,436185723
44.1,S,45,688.63,203.06,17774186.3,87111621.0,436186293
45.1,S,47,703.66,207.23,17774186.3,87111877.8,436186803
46.1,S,50,719.75,212.32,17774186.4,87111983.7,436186967
47.1,S,50,739.38,217.62,17774186.4,87111984.0,436186968
48.1,S,53,757.75,221.57,17774186.4,87112107.3,436187207
49.1,S,51,779.63,226.43,17774186.4,87112203.5,436187352
50.1,S,49,798.08,231.39,17774186.4,87112300.8,436187474
51.1,S,50,812.84,235.76,17774186.4,87112669.5,436187830
52.1,S,46,828.01,240.28,17774186.4,87112858.3,436188209
53.1,S,42,839.72,245.20,17774186.4,87112920.5,436188315
54.1,S,46,850.88,249.39,17774186.4,87113023.4,436188480
55.1,S,43,865.41,254.38,17774186.4,87113115.9,436188612
56.1,S,42,876.91,259.55,17774186.4,87113184.8,436188811
57.1,S,46,889.22,263.89,17774186.4,87113287.6,436188969
58.1,S,42,902.41,268.97,17774186.4,87113383.3,436189055
59.1,S,42,914.11,274.09,17774186.4,87113383.6,436189058
60.1,S,56,930.55,278.80,17774186.4,87113545.5,436189205
61.1,S,52,953.10,283.87,17774186.4,87113642.7,436189290
62.1,S,52,975.03,288.91,17774186.4,87113642.8,436189291
63.1,S,56,993.13,292.10,17774186.4,87113796.3,436189765
64.1,S,55,1018.79,296.98,17774186.4,87114030.7,436190068
65.1,S,50,1039.06,301.75,17774186.4,87114262.6,436190386
66.1,S,46,1048.90,305.25,17774186.4,87114462.1,436190976
67.1,S,46,1060.40,309.65,17774186.4,87114655.2,436191242
68.1,S,42,1074.36,314.66,17774186.4,87114751.1,436191371
69.1,S,42,1085.89,319.98,17774186.4,87114751.4,436191372
70.1,S,46,1097.78,324.19,17774186.4,87114854.4,436191549
71.1,S,42,1111.29,329.16,17774186.4,87114981.5,436191757
72.1,S,42,1122.99,334.23,17774186.4,87115019.7,436191793
73.1,S,46,1137.18,338.94,17774186.4,87115118.7,436191884
74.1,S,42,1149.51,343.87,17774186.4,87115214.7,436191972
75.1,S,46,1161.34,348.46,17774186.4,87115317.8,436192067
76.1,S,57,1177.82,353.39,17774186.4,87115477.4,436192445
77.1,S,57,1205.08,358.06,17774186.4,87115478.5,436192448
78.1,S,57,1231.98,363.05,17774186.4,87115478.7,436192449
79.1,S,61,1259.43,367.30,17774186.4,87115581.4,436192592
80.1,S,60,1289.59,371.96,17774186.4,87115652.1,436192745
81.1,S,56,1314.83,376.32,17774186.4,87115891.1,436193135
82.1,S,53,1334.79,379.97,17774186.4,87116399.8,436193936
83.1,S,46,1346.63,383.01,17774186.4,87116841.1,436194605
84.1,S,43,1361.23,388.13,17774186.4,87116913.0,436194704
85.1,S,42,1373.07,393.45,17774186.4,87116937.5,436194870
86.1,S,46,1384.99,397.81,17774186.4,87117040.6,436195004
87.1,S,42,1398.53,402.81,17774186.4,87117137.4,436195127
88.1,S,42,1410.03,408.08,17774186.4,87117202.3,436195216
89.1,S,46,1422.69,412.49,17774186.4,87117305.4,436195361
90.1,S,42,1434.97,417.25,17774186.4,87117401.3,436195540
91.1,S,42,1445.98,422.12,17774186.4,87117437.4,436195610
92.1,S,61,1464.31,426.37,17774186.4,87117570.3,436195829
93.1,S,57,1492.85,431.38,17774186.4,87117666.6,436195957
94.1,S,57,1519.63,436.26,17774186.4,87117667.4,436195962
95.1,S,61,1545.81,440.43,17774186.4,87117770.3,436196065
96.1,S,61,1575.84,445.33,17774186.4,87117814.1,436196106
97.1,S,57,1603.23,450.14,17774186.4,87118049.7,436196394
98.1,S,57,1629.65,455.14,17774186.4,87118249.1,436196770
99.1,S,57,1656.46,460.15,17774186.4,87118321.5,436196883
100.1,S,60,1682.34,464.31,17774186.4,87118619.2,436197396
101.1,S,55,1695.61,467.54,17774186.4,87119245.6,436198397
102.3,S,42,1705.95,472.30,17774186.4,87119527.1,436198722
103.3,S,46,1717.26,476.95,17774186.4,87119631.0,436198826
104.3,S,42,1731.75,481.98,17774186.4,87119727.0,436198969
105.3,S,42,1743.55,487.03,17774186.4,87119727.9,436198972
106.3,S,46,1753.25,490.70,17774186.4,87119895.3,436199328
107.3,S,44,1768.06,495.89,17774186.4,87119988.3,436199458
108.3,S,42,1779.86,500.95,17774186.4,87119991.8,436199473
109.3,S,46,1792.46,505.27,17774186.4,87120094.4,436199614
110.3,S,42,1805.19,510.11,17774186.4,87120190.5,436199779
111.3,S,42,1815.78,514.74,17774186.4,87120299.4,436199978
112.3,S,46,1830.67,519.19,17774186.4,87120383.9,436200074
113.3,S,57,1852.85,523.92,17774186.4,87120480.1,436200163
114.3,S,57,1880.06,528.60,17774186.4,87120509.6,436200196
115.3,S,61,1907.99,532.99,17774186.4,87120612.7,436200289
116.3,S,58,1935.04,537.29,17774186.4,87120780.9,436200526
117.3,S,57,1962.30,541.81,17774186.4,87120827.5,436200662
118.3,S,57,1989.57,546.46,17774186.4,87120827.9,436200664
119.3,S,61,2012.75,549.69,17774186.4,87121124.4,436201069
120.3,S,61,2042.59,554.61,17774186.4,87121277.6,436201260
121.3,S,57,2068.47,558.77,17774186.4,87121373.9,436201668
122.3,S,57,2095.50,563.55,17774186.4,87121483.1,436201805
123.3,S,57,2121.19,567.98,17774186.4,87121742.3,436202224
124.3,S,57,2134.01,569.89,17774186.4,87122505.1,436203225
125.3,S,43,2146.84,574.11,17774186.4,87123015.8,436204136
126.3,S,42,2158.73,579.41,17774186.4,87123034.9,436204154
127.3,S,46,2171.14,584.04,17774186.4,87123138.2,436204248
128.3,S,42,2184.71,588.88,17774186.4,87123234.1,436204335
129.3,S,42,2196.31,593.70,17774186.4,87123298.8,436204394
130.3,S,46,2208.42,598.04,17774186.4,87123401.7,436204576
131.3,S,42,2221.46,603.27,17774186.4,87123519.6,436204774
132.3,S,42,2232.64,608.20,17774186.4,87123556.7,436204818
133.3,S,46,2247.10,612.84,17774186.4,87123622.7,436204907
134.3,S,42,2258.65,617.86,17774186.4,87123718.7,436205058
135.3,S,42,2267.13,621.66,17774186.4,87123876.2,436205337
136.3,S,46,2282.53,626.54,17774186.4,87123906.4,436205408
137.3,S,42,2290.69,630.04,17774186.4,87123999.0,436205772
138.3,S,42,2301.65,634.76,17774186.4,87124044.3,436205849
139.3,S,46,2315.95,639.55,17774186.4,87124102.5,436205938
140.3,S,42,2327.77,644.59,17774186.4,87124198.3,436206099
141.3,S,46,2338.40,649.11,17774186.4,87124365.6,436206322
142.3,S,42,2353.06,654.06,17774186.4,87124461.8,436206444
143.3,S,42,2364.70,659.26,17774186.4,87124462.2,436206446
144.3,S,46,2376.62,663.68,17774186.4,87124565.0,436206582
145.3,S,42,2390.09,668.48,17774186.4,87124725.2,436206813
146.3,S,42,2401.75,673.65,17774186.4,87124725.5,436206817
147.3,S,46,2415.47,678.20,17774186.4,87124828.2,436206908
148.3,S,42,2428.10,683.23,17774186.4,87124924.4,436206995
149.3,S,42,2437.52,687.37,17774186.4,87125048.1,436207194
150.3,S,46,2450.02,691.67,17774186.4,87125092.3,436207386
151.3,S,42,2462.18,696.82,17774186.4,87125214.5,436207567
152.3,S,61,2478.18,701.01,17774186.4,87125318.1,436207717
153.3,S,61,2508.50,705.82,17774186.4,87125318.9,436207719
154.3,S,57,2536.66,710.37,17774186.4,87125415.3,436207923
