t_s,state,nthreads,utime_s,stime_s,disk_r_mb,disk_w_mb,disk_io_ms
0.0,R,1,0.00,0.00,17919690.3,90236505.7,442258414
1.0,S,47,9.35,4.47,17919690.3,90236506.9,442258427
2.0,S,47,19.93,9.71,17919690.3,90236507.3,442258431
3.0,S,47,30.71,14.74,17919690.3,90236507.8,442258434
4.0,S,47,41.59,19.71,17919690.3,90236508.1,442258437
5.0,S,47,52.29,24.86,17919690.3,90236508.6,442258439
6.0,S,47,62.24,29.67,17919690.3,90236573.4,442258500
7.0,S,47,73.05,34.69,17919690.3,90236573.6,442258501
8.0,S,47,83.03,39.28,17919690.3,90236654.8,442258569
9.0,S,47,93.82,44.29,17919690.3,90236655.0,442258570
10.0,S,47,103.41,48.94,17919690.3,90236755.5,442258663
11.0,S,47,114.12,54.05,17919690.3,90236756.0,442258671
12.0,S,47,120.43,57.16,17919690.3,90236863.9,442259075
13.0,S,47,130.08,61.73,17919690.3,90236881.8,442259170
14.0,S,47,140.84,66.80,17919690.3,90236882.0,442259172
15.0,S,47,150.54,71.49,17919690.3,90236974.8,442259255
16.0,S,50,164.20,76.63,17919690.3,90236975.0,442259257
17.0,S,49,177.34,81.93,17919690.3,90237085.0,442259352
18.0,S,48,188.10,86.52,17919690.3,90237184.6,442259442
19.0,S,47,199.32,91.56,17919690.3,90237229.9,442259485
20.0,S,54,210.78,96.31,17919690.3,90237334.4,442259576
21.0,S,54,228.61,101.38,17919690.3,90237334.7,442259586
22.0,S,52,244.79,106.19,17919690.3,90237561.5,442259788
23.0,S,48,256.51,110.82,17919690.3,90237756.2,442259961
24.0,S,48,268.11,116.01,17919690.3,90237788.0,442260035
25.0,S,54,284.78,121.32,17919690.3,90237798.7,442260066
26.0,S,58,299.37,124.57,17919690.3,90237899.4,442260473
27.0,S,58,322.29,129.60,17919690.3,90237899.6,442260476
28.0,S,57,345.13,134.52,17919690.3,90237949.2,442260533
29.0,S,54,365.12,139.32,17919690.3,90238183.6,442260748
30.0,S,47,377.76,143.49,17919690.3,90239008.1,442261463
31.0,S,47,389.46,148.71,17919690.3,90239008.8,442261479
32.0,S,47,398.83,152.73,17919690.3,90239076.1,442261699
33.0,S,47,409.38,157.21,17919690.3,90239112.9,442261814
34.0,S,47,421.19,162.26,17919690.3,90239113.1,442261821
35.0,S,47,431.70,167.01,17919690.3,90239227.7,442261922
36.0,S,47,443.52,171.99,17919690.3,90239227.8,442261927
37.0,S,47,453.96,176.56,17919690.3,90239232.4,442262041
38.0,S,50,463.29,180.01,17919690.3,90239330.3,442262413
39.0,S,50,478.08,185.14,17919690.3,90239331.0,442262421
40.0,S,48,491.13,190.31,17919690.3,90239472.8,442262653
41.0,S,48,502.98,194.86,17919690.3,90239575.7,442262754
42.0,S,47,515.14,200.16,17919690.3,90239836.3,442262996
43.0,S,55,531.61,204.38,17919690.3,90239888.7,442263123
44.0,S,62,555.33,208.74,17919690.3,90239940.1,442263370
45.0,S,62,582.29,213.72,17919690.3,90239941.1,442263389
46.0,S,61,607.64,218.53,17919690.3,90240088.5,442263610
47.0,S,55,627.32,222.39,17919690.3,90240508.1,442264098
48.0,S,49,642.30,227.45,17919690.3,90240958.2,442264487
49.0,S,49,655.85,232.68,17919690.3,90240995.0,442264643
50.0,S,48,666.01,236.55,17919690.3,90241108.7,442264992
51.0,S,51,684.01,241.21,17919690.3,90241161.5,442265051
52.0,S,51,700.87,246.25,17919690.3,90241162.0,442265060
53.0,S,47,710.62,249.80,17919690.3,90241471.9,442265881
54.0,S,47,721.80,253.95,17919690.3,90241520.8,442266048
55.0,S,47,734.62,259.03,17919690.3,90241521.1,442266056
56.0,S,47,744.71,263.00,17919690.3,90241624.0,442266296
57.0,S,47,757.49,268.08,17919690.3,90241624.7,442266300
58.0,S,47,770.35,273.07,17919690.3,90241624.9,442266302
59.0,S,47,781.76,277.43,17919690.3,90241727.6,442266444
60.0,S,47,794.55,282.51,17919690.3,90241727.8,442266446
61.0,S,50,805.06,286.51,17919690.3,90241831.2,442266662
62.0,S,50,820.55,291.95,17919690.3,90241831.4,442266667
63.0,S,50,836.17,297.04,17919690.3,90241891.6,442266729
64.0,S,48,848.28,301.95,17919690.3,90242267.9,442267177
65.0,S,48,861.10,307.03,17919690.3,90242268.2,442267183
66.0,S,47,873.74,312.07,17919690.3,90242316.7,442267327
67.0,S,54,886.12,315.62,17919690.3,90242419.4,442267646
68.0,S,54,905.95,320.76,17919690.3,90242419.6,442267651
69.0,S,50,924.37,325.92,17919690.3,90242610.5,442267842
70.0,S,48,937.68,330.47,17919690.3,90242855.9,442268063
71.0,S,48,951.59,335.43,17919690.3,90242856.7,442268076
72.0,S,47,965.13,340.50,17919690.3,90242904.7,442268209
73.0,S,51,977.36,344.40,17919690.3,90243128.4,442268817
74.0,S,51,994.27,349.44,17919690.3,90243388.2,442269306
75.0,S,49,1010.22,354.57,17919690.3,90243533.8,442269453
76.1,S,47,1022.91,359.17,17919690.3,90243682.1,442269582
77.1,S,47,1036.53,364.43,17919690.3,90243682.5,442269590
78.1,S,47,1048.78,369.29,17919690.3,90243819.1,442270020
79.1,S,47,1057.60,372.47,17919690.3,90243975.5,442270378
80.1,S,47,1070.48,377.45,17919690.3,90243976.1,442270406
81.1,S,47,1081.80,381.94,17919690.3,90244079.2,442270522
82.1,S,47,1094.49,387.06,17919690.3,90244079.6,442270546
83.1,S,47,1107.16,392.20,17919690.3,90244080.0,442270558
84.1,S,50,1117.92,395.80,17919690.3,90244182.9,442270870
85.1,S,50,1133.64,401.03,17919690.3,90244183.5,442270884
86.1,S,48,1147.17,405.89,17919690.3,90244517.1,442271172
87.1,S,48,1158.78,410.53,17919690.3,90244620.1,442271275
88.1,S,48,1171.29,415.76,17919690.3,90244661.9,442271425
89.1,S,47,1182.66,420.45,17919690.3,90244710.1,442271556
90.1,S,54,1199.31,424.38,17919690.3,90244771.1,442271744
91.1,S,54,1219.33,429.29,17919690.3,90244771.6,442271795
92.1,S,51,1236.74,433.89,17919690.3,90245010.1,442272011
93.1,S,48,1249.40,438.44,17919690.3,90245208.1,442272192
94.1,S,47,1262.83,443.76,17919690.3,90245256.1,442272272
95.1,S,47,1276.18,449.03,17919690.3,90245382.2,442272538
96.1,S,51,1279.51,449.92,17919690.3,90245739.1,442273412
97.1,S,51,1296.34,455.23,17919690.3,90245741.1,442273417
