t_s,state,nthreads,utime_s,stime_s,disk_r_mb,disk_w_mb,disk_io_ms
0.0,R,1,0.00,0.00,17798508.8,88582683.8,438677964
1.0,S,47,9.67,4.11,17798508.8,88582685.2,438677978
2.0,S,47,20.51,9.13,17798508.8,88582685.5,438677982
3.0,S,47,31.35,14.18,17798508.8,88582685.6,438677991
4.0,S,47,42.18,19.24,17798508.8,88582685.9,438677994
5.0,S,47,52.88,24.39,17798508.8,88582694.4,438678060
6.0,S,47,62.39,28.32,17798508.8,88583257.3,438678879
7.0,S,47,74.82,33.12,17798508.8,88583351.7,438679046
8.0,S,51,85.55,37.85,17798508.8,88583432.5,438679152
9.0,S,49,99.07,42.90,17798508.8,88583508.0,438679223
10.0,S,52,111.41,47.48,17798508.8,88583614.3,438679331
11.0,S,52,126.51,52.10,17798508.8,88583685.4,438679517
12.0,S,48,139.56,57.01,17798508.8,88583709.0,438679582
13.0,S,48,148.38,59.58,17798508.8,88583717.2,438680028
14.0,S,51,160.80,63.57,17798508.8,88583964.4,438680257
15.0,S,47,174.28,68.36,17798508.8,88584081.4,438680358
16.0,S,47,187.16,73.35,17798508.8,88584082.1,438680368
17.0,S,51,197.19,76.60,17798508.8,88584268.1,438680819
18.0,S,47,211.37,81.30,17798508.8,88584355.3,438681122
19.0,S,51,223.57,85.86,17798508.8,88584455.2,438681216
20.0,S,47,239.25,90.63,17798508.8,88584548.5,438681306
21.0,S,47,253.03,95.77,17798508.8,88584548.7,438681315
22.0,S,51,266.32,100.52,17798508.8,88584770.8,438681521
23.0,S,51,279.73,104.94,17798508.8,88584852.1,438681902
24.0,S,47,292.50,109.93,17798508.8,88584954.6,438682147
25.0,S,51,300.50,112.56,17798508.8,88585060.3,438682624
26.0,S,49,316.47,117.90,17798508.8,88585202.3,438682750
27.0,S,47,329.09,122.91,17798508.8,88585251.7,438682934
28.0,S,51,339.36,126.41,17798508.8,88585352.8,438683217
29.0,S,51,353.66,130.89,17798508.8,88585489.8,438683647
30.0,S,47,365.36,135.47,17798508.8,88585544.3,438683839
31.0,S,51,378.75,139.95,17798508.8,88585647.0,438683934
32.0,S,48,393.97,144.87,17798508.8,88585724.9,438684130
33.0,S,47,406.72,150.07,17798508.8,88585842.3,438684255
34.0,S,51,421.26,154.62,17798508.8,88585946.5,438684350
35.0,S,50,434.31,159.11,17798508.8,88586136.3,438684968
36.0,S,47,446.46,163.64,17798508.8,88586188.2,438685049
37.0,S,51,462.20,168.30,17798508.8,88586239.9,438685124
38.0,S,47,474.53,173.19,17798508.8,88586431.9,438685363
39.0,S,51,486.91,177.76,17798508.8,88586535.0,438685469
40.0,S,51,502.59,182.19,17798508.8,88586606.7,438685698
41.0,S,47,514.82,186.92,17798508.8,88586727.0,438685981
42.0,S,51,522.75,189.48,17798508.8,88586829.6,438686469
43.0,S,49,538.92,194.26,17798508.8,88586997.8,438686642
44.0,S,47,551.81,199.18,17798508.8,88587022.4,438686665
45.0,S,51,565.71,203.77,17798508.8,88587125.7,438686763
46.0,S,47,577.70,207.84,17798508.8,88587317.0,438687312
47.0,S,47,590.46,212.98,17798508.8,88587317.5,438687322
48.0,S,51,598.41,215.48,17798508.8,88587420.2,438687825
49.0,S,49,613.31,220.04,17798508.8,88587587.9,438687989
50.0,S,47,626.08,225.12,17798508.8,88587613.1,438688063
51.0,S,51,639.59,229.67,17798508.8,88587716.1,438688161
52.0,S,47,653.81,234.61,17798508.8,88587908.0,438688327
53.0,S,47,666.50,239.79,17798508.8,88587908.5,438688347
54.0,S,51,681.04,244.42,17798508.8,88588011.2,438688436
55.0,S,47,692.32,248.91,17798508.8,88588203.2,438688872
56.0,S,47,705.25,253.88,17798508.8,88588203.7,438688872
57.0,S,51,719.50,258.23,17798508.8,88588306.9,438689028
58.0,S,47,732.96,263.40,17798508.8,88588498.4,438689191
59.0,S,47,744.40,267.88,17798508.8,88588503.6,438689346
60.0,S,51,757.27,271.82,17798508.8,88588629.8,438689653
61.0,S,47,769.03,276.23,17798508.8,88588821.8,438689942
62.0,S,47,781.35,281.14,17798508.8,88588870.7,438689993
63.0,S,51,797.51,285.83,17798508.8,88588925.1,438690057
64.0,S,47,810.26,290.84,17798508.8,88589116.8,438690223
65.0,S,51,820.80,294.69,17798508.8,88589219.8,438690468
66.0,S,51,837.50,299.52,17798508.8,88589269.3,438690601
67.0,S,47,847.44,303.47,17798508.8,88589412.6,438690909
68.0,S,51,859.88,307.93,17798508.8,88589515.4,438691029
69.0,S,49,876.02,313.19,17798508.8,88589659.9,438691216
70.0,S,47,888.76,318.32,17798508.8,88589708.0,438691259
71.0,S,51,898.43,321.52,17798508.8,88589811.4,438691660
72.0,S,48,913.97,326.25,17798508.8,88589979.4,438691980
73.0,S,47,926.69,331.38,17798508.8,88590004.0,438692014
74.0,S,51,940.86,335.89,17798508.8,88590106.7,438692106
75.1,S,47,953.40,340.38,17798508.8,88590298.4,438692639
76.1,S,47,966.27,345.36,17798508.8,88590298.6,438692642
77.1,S,51,975.53,348.05,17798508.8,88590401.6,438693122
78.1,S,47,989.84,353.08,17798508.8,88590593.9,438693307
79.1,S,47,1002.71,358.09,17798508.8,88590594.6,438693318
80.1,S,51,1017.05,362.85,17798508.8,88590697.6,438693424
81.1,S,47,1027.25,366.53,17798508.8,88590889.5,438693950
82.1,S,47,1040.02,371.65,17798508.8,88590889.7,438693955
83.1,S,51,1052.50,375.47,17798508.8,88590993.2,438694197
84.1,S,47,1066.77,380.58,17798508.8,88591185.2,438694369
85.1,S,47,1078.95,385.43,17798508.8,88591240.1,438694436
86.1,S,51,1095.17,390.14,17798508.8,88591290.2,438694496
87.1,S,47,1106.82,394.75,17798508.8,88591480.2,438694683
88.1,S,51,1116.90,398.43,17798508.8,88591582.9,438694945
89.1,S,51,1132.78,403.26,17798508.8,88591625.9,438695061
90.1,S,47,1145.45,408.37,17798508.8,88591775.4,438695189
91.1,S,51,1158.65,412.72,17798508.8,88591878.7,438695291
92.1,S,47,1173.59,417.36,17798508.8,88591974.6,438695492
93.1,S,47,1186.08,422.05,17798508.8,88592070.6,438695889
94.1,S,51,1197.87,425.64,17798508.8,88592174.0,438696156
95.1,S,47,1212.39,430.52,17798508.8,88592366.1,438696323
96.1,S,47,1225.10,435.70,17798508.8,88592366.6,438696339
97.1,S,51,1239.78,440.51,17798508.8,88592469.4,438696426
98.1,S,47,1252.40,445.43,17798508.8,88592661.3,438696597
99.1,S,47,1264.38,450.06,17798508.8,88592681.9,438696678
100.1,S,51,1277.68,453.93,17798508.8,88592765.2,438696911
101.1,S,47,1290.77,458.70,17798508.8,88592956.9,438697375
102.1,S,51,1302.75,463.17,17798508.8,88593059.9,438697476
103.1,S,51,1319.04,467.83,17798508.8,88593103.9,438697611
104.1,S,47,1330.24,472.31,17798508.8,88593252.0,438698132
105.1,S,47,1339.39,475.68,17798508.8,88593309.9,438698481
106.1,S,51,1355.47,480.50,17798508.8,88593361.0,438698531
107.1,S,47,1368.47,485.51,17798508.8,88593547.7,438698698
108.1,S,51,1381.36,490.13,17798508.8,88593650.5,438698794
109.1,S,48,1395.86,494.64,17798508.8,88593731.4,438699041
110.1,S,47,1408.18,499.68,17798508.8,88593842.9,438699319
111.1,S,51,1417.21,502.63,17798508.8,88593945.9,438699736
112.1,S,47,1433.04,507.55,17798508.8,88594042.7,438699834
113.1,S,47,1445.81,512.80,17798508.8,88594138.5,438699918
114.1,S,51,1456.54,516.28,17798508.8,88594241.4,438700213
115.1,S,48,1470.98,521.09,17798508.8,88594409.2,438700636
116.1,S,47,1483.70,526.09,17798508.8,88594433.4,438700708
117.1,S,51,1497.64,530.51,17798508.8,88594536.9,438700813
118.1,S,47,1511.70,535.55,17798508.8,88594728.6,438700979
119.1,S,47,1524.34,540.82,17798508.8,88594728.9,438700989
120.1,S,51,1538.88,545.77,17798508.8,88594831.7,438701089
121.1,S,47,1553.07,550.76,17798508.8,88594927.7,438701177
122.1,S,47,1564.93,555.43,17798508.8,88595038.3,438701514
123.1,S,51,1578.77,559.48,17798508.8,88595127.4,438701713
124.1,S,47,1591.29,564.12,17798508.8,88595318.8,438702317
125.1,S,51,1603.35,568.66,17798508.8,88595421.9,438702414
126.1,S,49,1619.40,573.74,17798508.8,88595590.0,438702582
127.1,S,47,1632.03,578.93,17798508.8,88595614.0,438702609
128.1,S,51,1645.31,583.41,17798508.8,88595717.2,438702707
129.1,S,47,1661.01,588.26,17798508.8,88595813.7,438702840
130.1,S,47,1674.13,593.57,17798508.8,88595909.3,438702924
131.1,S,51,1688.34,598.12,17798508.8,88596012.4,438703026
132.1,S,47,1702.39,603.14,17798508.8,88596204.3,438703202
133.1,S,47,1714.64,608.03,17798508.8,88596230.9,438703305
