t_s,state,nthreads,utime_s,stime_s,disk_r_mb,disk_w_mb,disk_io_ms
0.0,R,1,0.00,0.00,17893600.6,89809327.2,441274312
1.0,S,47,9.66,4.40,17893600.6,89809328.2,441274323
2.0,S,47,20.26,9.62,17893600.6,89809328.7,441274326
3.0,S,47,30.74,14.94,17893600.6,89809328.9,441274329
4.0,S,47,41.47,20.09,17893600.6,89809329.3,441274332
5.0,S,47,52.34,25.06,17893600.6,89809329.5,441274333
6.0,S,47,61.90,29.76,17893600.6,89809394.0,441274536
7.0,S,47,70.65,33.84,17893600.6,89809444.2,441274732
8.0,S,47,79.30,37.95,17893600.6,89809508.8,441274911
9.0,S,47,90.05,43.02,17893600.6,89809509.4,441274914
10.0,S,47,98.13,46.81,17893600.6,89809576.6,441275159
11.0,S,47,107.81,51.55,17893600.6,89809681.6,441275430
12.0,S,47,118.33,56.85,17893600.6,89809682.1,441275432
13.0,S,47,128.27,61.74,17893600.6,89809704.2,441275497
14.0,S,47,138.97,66.86,17893600.6,89809704.6,441275498
15.0,S,47,149.51,72.11,17893600.6,89809704.9,441275502
16.0,S,50,157.76,75.42,17893600.6,89809797.6,441275833
17.0,S,50,171.41,80.65,17893600.6,89809797.8,441275835
18.0,S,48,181.06,84.83,17893600.6,89809907.4,441276219
19.0,S,48,189.78,88.60,17893600.6,89810007.7,441276488
20.0,S,47,200.64,93.66,17893600.6,89810044.7,441276593
21.0,S,47,207.82,96.81,17893600.6,89810132.2,441276937
22.0,S,55,226.30,101.02,17893600.6,89810149.5,441276981
23.0,S,53,245.10,105.34,17893600.6,89810233.5,441277055
24.0,S,47,254.32,109.02,17893600.6,89810604.3,441277565
25.0,S,58,276.10,113.80,17893600.6,89810613.4,441277602
26.0,S,58,298.80,119.06,17893600.6,89810613.6,441277606
27.0,S,56,318.33,123.63,17893600.6,89810720.8,441277972
28.0,S,54,334.08,127.20,17893600.6,89810928.0,441278650
29.0,S,52,350.68,131.75,17893600.6,89811094.3,441279320
30.0,S,50,363.08,136.27,17893600.6,89811346.7,441280112
31.0,S,47,372.54,140.58,17893600.6,89811431.8,441280589
32.0,S,47,380.09,143.73,17893600.6,89811535.0,441280970
33.0,S,47,391.83,148.87,17893600.6,89811535.4,441280977
34.0,S,47,402.00,153.42,17893600.6,89811578.4,441281115
35.0,S,47,411.19,157.28,17893600.6,89811638.9,441281354
36.0,S,47,422.93,162.38,17893600.6,89811639.5,441281357
37.0,S,47,430.86,165.84,17893600.6,89811743.4,441281700
38.0,S,47,442.59,170.94,17893600.6,89811743.6,441281701
39.0,S,47,454.31,176.05,17893600.6,89811743.9,441281706
40.0,S,50,463.66,179.30,17893600.6,89811846.1,441282032
41.0,S,50,477.00,184.37,17893600.6,89812059.9,441282857
42.0,S,49,489.99,189.71,17893600.6,89812154.9,441283183
43.0,S,48,498.22,193.40,17893600.6,89812304.3,441283624
44.0,S,48,509.82,198.63,17893600.6,89812304.5,441283627
45.0,S,54,524.11,203.78,17893600.6,89812352.0,441283788
46.0,S,62,543.23,207.00,17893600.6,89812455.2,441284147
47.0,S,62,570.08,212.05,17893600.6,89812455.9,441284155
48.0,S,61,596.39,217.12,17893600.6,89812541.7,441284458
49.0,S,60,614.51,221.21,17893600.6,89812843.6,441285077
50.0,S,57,629.28,224.37,17893600.6,89813216.3,441285702
51.0,S,53,643.44,228.07,17893600.6,89813456.8,441286400
52.0,S,53,660.06,232.37,17893600.6,89813567.4,441286817
53.0,S,49,676.27,237.09,17893600.6,89813648.9,441287095
54.0,S,49,688.41,240.22,17893600.6,89813751.6,441287503
55.0,S,47,704.07,245.54,17893600.6,89813853.1,441287666
56.0,S,47,717.41,250.91,17893600.6,89813983.4,441287788
57.0,S,47,729.13,255.45,17893600.6,89814086.7,441287886
58.0,S,47,741.84,260.56,17893600.6,89814087.2,441287890
59.0,S,47,752.24,264.69,17893600.6,89814159.5,441288099
60.0,S,47,763.63,269.17,17893600.6,89814190.9,441288221
61.0,S,47,776.38,274.22,17893600.6,89814191.3,441288231
62.0,S,47,785.82,277.81,17893600.6,89814294.2,441288521
63.0,S,47,798.62,282.84,17893600.6,89814294.5,441288524
64.0,S,47,810.93,287.96,17893600.6,89814418.8,441288850
65.0,S,50,818.54,290.69,17893600.6,89814588.0,441289433
66.0,S,50,833.27,295.89,17893600.6,89814588.4,441289441
67.0,S,49,844.82,300.27,17893600.6,89814731.3,441289855
68.0,S,48,854.00,303.57,17893600.6,89814834.8,441290193
69.0,S,48,866.92,308.45,17893600.6,89814837.4,441290199
70.0,S,47,879.52,313.54,17893600.6,89814883.5,441290310
71.0,S,55,898.40,317.70,17893600.6,89814986.4,441290402
72.0,S,55,918.76,322.41,17893600.6,89815361.6,441290948
73.0,S,51,932.56,326.53,17893600.6,89815558.5,441291607
74.1,S,47,935.79,327.55,17893600.6,89815852.2,441292532
75.1,S,47,948.24,332.61,17893600.6,89815852.7,441292546
76.1,S,47,960.84,337.88,17893600.6,89815853.5,441292549
77.1,S,51,970.96,341.30,17893600.6,89815956.2,441292872
78.1,S,51,988.19,345.98,17893600.6,89815956.4,441292876
79.1,S,50,1004.56,351.36,17893600.6,89816004.5,441293054
80.1,S,47,1013.06,354.09,17893600.6,89816250.5,441293824
81.1,S,47,1026.57,359.18,17893600.6,89816319.6,441294063
82.1,S,47,1039.25,364.52,17893600.6,89816441.4,441294197
83.1,S,47,1050.75,369.03,17893600.6,89816544.6,441294304
84.1,S,47,1063.68,373.99,17893600.6,89816544.8,441294305
85.1,S,47,1076.29,379.06,17893600.6,89816555.2,441294315
86.1,S,47,1088.07,383.63,17893600.6,89816648.2,441294404
87.1,S,47,1100.96,388.58,17893600.6,89816649.1,441294408
88.1,S,50,1112.61,392.60,17893600.6,89816751.9,441294594
89.1,S,50,1128.21,397.89,17893600.6,89816752.3,441294600
90.1,S,50,1140.50,402.51,17893600.6,89816882.4,441294968
91.1,S,48,1150.40,405.90,17893600.6,89816998.5,441295381
92.1,S,48,1162.01,410.63,17893600.6,89817189.5,441295999
93.1,S,47,1174.72,415.62,17893600.6,89817237.3,441296142
94.1,S,55,1184.83,418.84,17893600.6,89817339.8,441296499
95.1,S,55,1205.79,423.84,17893600.6,89817340.1,441296508
96.1,S,55,1225.93,428.86,17893600.6,89817390.5,441296676
97.1,S,50,1236.58,432.48,17893600.6,89817912.1,441297475
98.1,S,47,1239.87,433.73,17893600.6,89818205.5,441298381
99.1,S,47,1252.42,439.10,17893600.6,89818206.3,441298386
100.1,S,47,1265.21,444.15,17893600.6,89818206.5,441298389
101.1,S,51,1276.13,447.84,17893600.6,89818309.8,441298693
102.1,S,51,1292.97,452.90,17893600.6,89818310.6,441298701
103.1,S,51,1308.03,457.93,17893600.6,89818432.8,441299136
104.1,S,47,1320.23,462.65,17893600.6,89818604.9,441299511
105.1,S,47,1332.15,467.22,17893600.6,89818795.6,441299674
106.1,S,47,1344.68,472.52,17893600.6,89818795.8,441299676
107.1,S,47,1356.08,477.04,17893600.6,89818927.3,441299944
108.1,S,47,1368.79,482.20,17893600.6,89818928.2,441299947
109.1,S,47,1377.85,485.66,17893600.6,89819031.7,441300286
110.1,S,47,1390.50,490.70,17893600.6,89819031.9,441300296
111.1,S,47,1403.44,495.56,17893600.6,89819032.2,441300298
112.1,S,50,1413.95,499.24,17893600.6,89819135.1,441300581
113.1,S,50,1429.67,504.43,17893600.6,89819135.6,441300591
114.1,S,48,1443.75,509.17,17893600.6,89819243.4,441300923
115.1,S,48,1449.84,511.43,17893600.6,89819529.4,441301921
116.1,S,48,1460.92,515.48,17893600.6,89819572.7,441302087
117.1,S,48,1473.71,520.42,17893600.6,89819620.9,441302157
118.1,S,55,1488.35,524.81,17893600.6,89819724.4,441302256
119.1,S,55,1509.22,529.82,17893600.6,89819724.6,441302259
120.1,S,51,1528.45,534.72,17893600.6,89819971.2,441302489
121.1,S,50,1537.52,538.41,17893600.6,89820289.1,441303489
122.2,S,47,1539.44,538.99,17893600.6,89820588.7,441304472
123.2,S,47,1552.12,544.34,17893600.6,89820589.6,441304481
124.2,S,47,1564.99,549.31,17893600.6,89820590.0,441304482
125.2,S,51,1575.87,552.76,17893600.6,89820693.7,441304798
126.2,S,51,1592.71,557.81,17893600.6,89820694.0,441304802
127.2,S,47,1607.79,562.70,17893600.6,89820884.8,441304968
128.2,S,47,1620.37,567.36,17893600.6,89820987.9,441305061
129.2,S,47,1633.80,572.80,17893600.6,89821044.3,441305109
130.2,S,47,1646.51,577.90,17893600.6,89821179.5,441305524
131.2,S,47,1655.93,581.65,17893600.6,89821282.1,441305803
132.2,S,47,1668.87,586.49,17893600.6,89821282.4,441305807
133.2,S,47,1680.29,591.01,17893600.6,89821318.9,441305942
134.2,S,47,1690.58,595.07,17893600.6,89821414.2,441306325
135.2,S,47,1703.29,600.24,17893600.6,89821414.4,441306327
136.2,S,47,1712.37,603.72,17893600.6,89821515.5,441306662
137.2,S,50,1727.98,608.58,17893600.6,89821517.6,441306681
138.2,S,50,1741.71,613.24,17893600.6,89821708.0,441307328
139.2,S,48,1752.37,617.64,17893600.6,89821853.6,441307830
140.2,S,48,1760.99,620.88,17893600.6,89821953.7,441308199
141.2,S,47,1773.54,625.96,17893600.6,89822002.2,441308380
142.2,S,47,1784.07,630.16,17893600.6,89822064.9,441308576
143.2,S,55,1802.39,634.47,17893600.6,89822105.4,441308708
144.2,S,55,1823.23,639.58,17893600.6,89822105.9,441308712
145.2,S,50,1838.85,644.14,17893600.6,89822466.6,441309057
146.2,S,47,1842.72,645.81,17893600.6,89822783.7,441310058
147.2,S,51,1849.00,647.81,17893600.6,89822969.2,441310707
148.2,S,51,1866.10,652.62,17893600.6,89822971.0,441310716
149.2,S,51,1881.03,657.39,17893600.6,89823079.9,441311090
150.2,S,47,1892.05,661.39,17893600.6,89823264.8,441311421
151.2,S,47,1905.66,666.68,17893600.6,89823264.9,441311421
152.2,S,47,1919.01,671.89,17893600.6,89823455.4,441311589
153.2,S,47,1929.35,675.95,17893600.6,89823558.1,441311798
154.2,S,47,1942.14,681.02,17893600.6,89823558.6,441311799
155.2,S,47,1951.85,684.78,17893600.6,89823647.8,441312075
156.2,S,47,1963.98,689.52,17893600.6,89823662.2,441312130
157.2,S,47,1976.75,694.55,17893600.6,89823662.3,441312132
158.2,S,47,1985.97,698.13,17893600.6,89823765.3,441312439
159.2,S,47,1998.74,703.15,17893600.6,89823765.4,441312439
160.2,S,47,2011.20,708.24,17893600.6,89823854.2,441312693
161.2,S,50,2016.09,709.90,17893600.6,89824059.0,441313386
162.2,S,50,2031.06,714.76,17893600.6,89824059.2,441313389
163.2,S,50,2044.06,719.25,17893600.6,89824145.6,441313727
164.2,S,48,2053.79,723.06,17893600.6,89824305.1,441314033
165.2,S,48,2066.53,728.17,17893600.6,89824305.3,441314035
166.2,S,47,2078.69,733.03,17893600.6,89824404.8,441314122
167.2,S,55,2098.29,737.93,17893600.6,89824456.9,441314171
168.2,S,55,2119.30,742.86,17893600.6,89824457.2,441314173
169.2,S,54,2125.61,744.86,17893600.6,89824853.8,441315115
170.2,S,49,2135.65,748.88,17893600.6,89825187.1,441316116
171.2,S,47,2144.25,752.55,17893600.6,89825321.6,441316453
172.2,S,47,2156.96,757.62,17893600.6,89825323.5,441316465
173.2,S,51,2169.07,761.90,17893600.6,89825426.1,441316601
174.2,S,51,2185.81,767.07,17893600.6,89825426.4,441316605
175.2,S,47,2200.87,771.76,17893600.6,89825617.3,441316769
176.2,S,47,2213.39,776.47,17893600.6,89825720.1,441316863
177.2,S,47,2227.22,781.54,17893600.6,89825720.8,441316868
178.2,S,47,2240.42,786.68,17893600.6,89825911.3,441317400
179.2,S,47,2249.72,790.20,17893600.6,89826014.7,441317728
180.2,S,47,2262.64,795.12,17893600.6,89826014.9,441317729
181.2,S,47,2275.33,800.21,17893600.6,89826015.1,441317730
182.2,S,47,2283.91,803.23,17893600.6,89826118.1,441318115
183.2,S,47,2296.63,808.39,17893600.6,89826118.6,441318120
184.2,S,47,2307.95,813.00,17893600.6,89826148.2,441318240
185.2,S,50,2320.35,816.72,17893600.6,89826222.0,441318482
186.2,S,50,2335.60,822.06,17893600.6,89826343.6,441318840
187.2,S,48,2347.97,826.91,17893600.6,89826606.6,441319348
188.2,S,48,2360.05,831.85,17893600.6,89826658.0,441319395
189.2,S,47,2372.79,836.85,17893600.6,89826706.4,441319440
190.2,S,55,2387.69,841.48,17893600.6,89826809.1,441319534
191.2,S,55,2408.62,846.48,17893600.6,89826809.4,441319535
192.2,S,53,2426.88,851.02,17893600.6,89826933.8,441319888
193.2,S,49,2438.66,854.76,17893600.6,89827187.5,441320641
194.2,S,47,2439.59,854.89,17893600.6,89827503.7,441321632
