t_s,state,nthreads,utime_s,stime_s,disk_r_mb,disk_w_mb,disk_io_ms
0.0,R,1,0.00,0.00,17748536.9,83348448.0,427823955
1.0,S,34,9.58,4.46,17748536.9,83348449.4,427823972
2.0,S,34,20.20,9.67,17748536.9,83348450.6,427823983
3.0,S,34,31.04,14.68,17748536.9,83348451.2,427823984
4.0,S,34,41.82,19.79,17748536.9,83348452.1,427823988
5.0,S,34,52.62,24.82,17748536.9,83348452.3,427823991
6.0,S,34,62.81,29.95,17748536.9,83348487.7,427824025
7.0,S,42,70.11,31.98,17748536.9,83348709.8,427824593
8.0,S,42,83.64,36.01,17748536.9,83348823.8,427825066
9.0,S,37,97.20,40.42,17748536.9,83348938.2,427825349
10.0,S,37,111.78,45.74,17748536.9,83348939.3,427825352
11.0,S,36,126.21,51.01,17748536.9,83348969.8,427825392
12.0,S,36,139.66,56.43,17748536.9,83348970.2,427825394
13.0,S,36,153.44,61.49,17748536.9,83348970.5,427825394
14.0,S,34,162.04,65.16,17748536.9,83349326.9,427825863
15.0,S,42,172.87,68.31,17748536.9,83349425.1,427826263
16.0,S,42,187.65,72.40,17748536.9,83349551.7,427826728
17.0,S,40,199.56,76.61,17748536.9,83349653.3,427827108
18.0,S,40,217.15,81.95,17748536.9,83349653.6,427827116
19.0,S,40,235.06,86.98,17748536.9,83349654.2,427827116
20.0,S,40,252.96,92.01,17748536.9,83349654.9,427827121
21.0,S,40,270.85,97.03,17748536.9,83349655.1,427827123
22.0,S,39,279.34,99.84,17748536.9,83349918.4,427828027
23.0,S,34,287.07,102.85,17748536.9,83350315.1,427828493
24.0,S,42,301.67,106.72,17748536.9,83350427.0,427828826
25.0,S,35,316.26,111.14,17748536.9,83350567.3,427829275
26.0,S,40,333.35,116.18,17748536.9,83350571.0,427829294
27.0,S,39,350.65,121.61,17748536.9,83350588.6,427829399
28.0,S,39,367.30,126.78,17748536.9,83350588.9,427829421
29.0,S,39,383.83,132.07,17748536.9,83350589.2,427829424
30.0,S,36,395.26,136.07,17748536.9,83350769.9,427830090
31.0,S,40,401.59,138.40,17748536.9,83351122.6,427830836
32.0,S,38,416.15,143.90,17748536.9,83351190.8,427830907
33.0,S,37,429.45,149.18,17748536.9,83351217.9,427830934
34.0,S,35,435.31,151.58,17748536.9,83351463.4,427831537
35.0,S,35,447.83,156.36,17748536.9,83351502.2,427831706
36.0,S,35,460.41,161.46,17748536.9,83351502.5,427831714
37.0,S,34,472.53,166.63,17748536.9,83351562.7,427831968
38.0,S,34,484.08,171.80,17748536.9,83351563.0,427831976
39.0,S,34,486.66,172.84,17748536.9,83351775.0,427832786
40.0,S,37,500.62,177.67,17748536.9,83351794.7,427832871
41.0,S,37,514.75,182.71,17748536.9,83351844.0,427833056
42.0,S,34,526.29,187.29,17748536.9,83351937.1,427833400
43.0,S,34,537.83,192.43,17748536.9,83351968.3,427833428
44.0,S,34,549.48,197.49,17748536.9,83352002.1,427833463
45.0,S,34,559.26,201.73,17748536.9,83352195.1,427833632
46.0,S,37,574.87,206.51,17748536.9,83352252.2,427833692
47.0,S,37,589.56,211.57,17748536.9,83352252.6,427833695
48.0,S,37,600.68,215.93,17748536.9,83352479.5,427834297
49.0,S,34,612.48,221.06,17748536.9,83352486.7,427834334
50.0,S,41,625.46,226.40,17748536.9,83352515.4,427834409
51.0,S,41,644.44,231.26,17748536.9,83352516.3,427834414
52.0,S,46,655.60,232.82,17748536.9,83352741.0,427835134
53.0,S,44,678.39,237.91,17748536.9,83352768.6,427835261
54.0,S,44,700.10,242.90,17748536.9,83352813.1,427835419
55.0,S,43,721.65,247.91,17748536.9,83352877.6,427835589
56.0,S,41,738.70,252.78,17748536.9,83353121.1,427836136
57.0,S,39,756.98,257.93,17748536.9,83353157.1,427836173
58.0,S,36,763.63,260.75,17748536.9,83353600.1,427836962
59.0,S,37,768.77,262.60,17748536.9,83353776.8,427837674
60.0,S,37,783.42,267.69,17748536.9,83353777.2,427837683
61.0,S,35,795.39,272.12,17748536.9,83353861.5,427838058
62.0,S,34,807.37,277.26,17748536.9,83353919.3,427838270
63.0,S,34,818.76,282.28,17748536.9,83353927.5,427838297
64.0,S,38,821.91,283.19,17748536.9,83354150.5,427839141
65.0,S,37,836.67,288.32,17748536.9,83354155.3,427839165
66.0,S,36,850.86,293.56,17748536.9,83354197.3,427839354
67.0,S,34,862.91,298.72,17748536.9,83354298.6,427839689
68.0,S,34,874.28,303.91,17748536.9,83354362.3,427839880
69.0,S,39,890.67,309.13,17748536.9,83354364.1,427839888
70.0,S,39,907.44,314.23,17748536.9,83354364.8,427839892
71.0,S,38,922.85,319.19,17748536.9,83354418.6,427840038
72.0,S,23,940.17,322.65,17748536.9,83354715.1,427840304
73.1,S,19,943.46,322.75,17748536.9,83354827.3,427840529
74.1,S,18,944.60,322.78,17748536.9,83354867.8,427840673
